dataset,model,strategy,fold,repeat_seed,corr_prune_threshold,ranked_features,ranked_scores
Communities and Crime,extratrees,mi,2,42,0.9,49|55|48|50|54|33|8|51|22|73|46|32|45|43|20|34|82|24|72|7|78|74|27|37|13|17|76|35|5|10|66|65|79|56|67|75|42|31|30|44|98|15|14|119|25|95|26|38|125|68|70|88|41|77|12|96|90|83|94|59|71|91|69|16|120|11|86|28|52|36|89|60|6|87|99|62|61|29|92|64|63|85|58|57|84|18|47|97|81|23|93|39|9|100|40|118|80|53|21|19,0.479741548684|0.39911269799|0.36108773294|0.346557869696|0.311341421451|0.310987545132|0.305590324293|0.285894705173|0.282964361855|0.280352457371|0.269110327068|0.260541879907|0.258134256431|0.245206339567|0.23468684239|0.227008936674|0.222404931516|0.218452349281|0.213090497002|0.211815302248|0.199235221441|0.192726133105|0.183050161449|0.176539966693|0.157840589177|0.150929116779|0.146469338824|0.14059508322|0.136523046311|0.129262845146|0.110007241596|0.10927645331|0.108799668487|0.101721197024|0.100301115587|0.0970454597699|0.0952494590967|0.0951921318028|0.0944599143656|0.0941391916864|0.0923644012741|0.0919473724008|0.0915893148674|0.089951151546|0.0898660045046|0.0884310601839|0.0863771785146|0.0834402838553|0.0832515368736|0.0824773851663|0.0762768997039|0.0729978667849|0.0718182347729|0.0711838783046|0.068958559544|0.0687040221925|0.0686857719902|0.0663915259423|0.0658609800752|0.06521767544|0.0588499697524|0.0581145816139|0.0577494210886|0.0577110921251|0.05717276077|0.0543474460348|0.0508591864301|0.0502975092069|0.0497701935914|0.048625536239|0.04521349397|0.0443612551587|0.0432350922266|0.0403025043595|0.0393521310915|0.0364460213369|0.0362749486417|0.0346511508924|0.0315116009416|0.0312963933862|0.0278475712847|0.0267968312654|0.026154625302|0.0255696755344|0.0248777407285|0.0233713190375|0.020195955352|0.018608800358|0.0153604079996|0.0150085821294|0.0114439984514|0.0073051602941|0.0049951456377|0.00474821818382|0.00273254998134|0|0|0|0|0
Communities and Crime,extratrees,rfe,2,42,0.9,49|63|62|43|46|45|55|90|87|73|76|78|72|38|21|42|24|26|7|53|84|86|48|67|47|34|17|93|74|69|65|89|71|20|95|70|66|12|54|94|23|16|44|15|80|30|10|120|35|125|75|19|81|41|39|13|11|83|28|88|77|56|92|91|14|33|82|50|22|37|99|98|68|6|57|5|58|59|51|18|31|60|119|29|85|96|64|9|36|79|61|25|97|100|40|8|118|32|27|52,100|99|98|97|96|95|94|93|92|91|90|89|88|87|86|85|84|83|82|81|80|79|78|77|76|75|74|73|72|71|70|69|68|67|66|65|64|63|62|61|60|59|58|57|56|55|54|53|52|51|50|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|9|8|7|6|5|4|3|2|1
Communities and Crime,extratrees,tree,2,42,0.9,55|49|48|8|51|50|7|73|54|95|45|10|29|43|76|22|46|120|52|16|125|66|30|74|97|83|79|20|53|27|31|59|65|93|40|94|81|39|67|77|19|33|21|96|82|13|91|37|28|60|118|92|9|71|119|11|100|68|32|80|72|99|12|14|58|15|57|5|38|34|18|98|64|41|23|63|78|86|47|44|42|87|70|36|85|56|90|24|35|6|17|69|84|61|62|26|88|75|89|25,0.184435474338|0.182001710128|0.0687121810894|0.0607017753576|0.0279939689241|0.0260684655148|0.0200432862393|0.0156573103529|0.0132819570965|0.0106110006248|0.0104835389648|0.00992579170805|0.00870964303309|0.00814891243578|0.0080935744853|0.00775637945772|0.00766394406086|0.00758844118014|0.00662173108556|0.00613281968815|0.00588303328806|0.00585555414293|0.0057647251884|0.00573179064334|0.00572060621285|0.00569295969405|0.00568807506416|0.00568482608337|0.00519346197173|0.00518675287819|0.00516979100071|0.00480902157548|0.00479790320958|0.00475838177288|0.00474948535135|0.00474041760849|0.00472649164004|0.00466895347473|0.00464994324698|0.00462970528912|0.00459251162489|0.00458263719093|0.0045491741922|0.00452803201067|0.00450114838591|0.00447042107562|0.00443520093478|0.00436320001066|0.00435948283608|0.00431487001947|0.00427347647294|0.00423860113585|0.00412204526459|0.00410767114198|0.00409836871951|0.00403940191786|0.00400781034248|0.00398067886131|0.00397669855412|0.00384597030922|0.00382460916808|0.00381645937601|0.00379664208744|0.00372511255496|0.00370512618549|0.00358581914432|0.00356376832232|0.00353237739639|0.00351183242658|0.00350164054757|0.0034927586442|0.0034797758808|0.00345669699579|0.00336826608403|0.0033323115953|0.00328294353291|0.0032457009695|0.00305607186288|0.00304643980488|0.00303160832105|0.00302985555509|0.00296547996717|0.00283446058341|0.0028198537881|0.00281478660693|0.00279494749966|0.00274907325604|0.00272427559804|0.0027013865611|0.00268265709393|0.00254464155367|0.0024442053712|0.00235594427833|0.00231192865056|0.00228175679367|0.00225497299796|0.00221153171271|0.00204183390583|0.00199950519378|0.00195975602984
Communities and Crime,extratrees,shap,2,42,0.9,49|55|8|7|50|22|54|48|45|20|94|51|33|46|60|73|59|53|125|56|43|19|79|120|35|5|39|32|13|30|95|82|58|34|81|27|65|76|66|9|99|11|12|16|62|89|67|80|97|52|71|91|18|31|44|10|57|72|15|29|119|63|68|37|28|47|64|42|23|61|24|77|74|96|92|100|14|38|98|75|83|41|118|85|40|21|69|88|78|90|93|36|25|6|86|26|87|84|17|70,0.0325129710758|0.0301639071961|0.024005313232|0.0147085528143|0.0130117167502|0.00939664563685|0.00934084989765|0.00851489130184|0.0076710874798|0.00742141720951|0.00615926787333|0.0054960489377|0.00537274542235|0.00497749851822|0.00432629902696|0.00349775993418|0.00349194430514|0.00308030128361|0.00286238049579|0.00279399383644|0.00275363484793|0.0025242077271|0.00250227896749|0.00212148476983|0.00203524035185|0.00191313784628|0.0018462127907|0.00180109739248|0.00172752661971|0.0017265161274|0.00172375843797|0.00170665094877|0.00166358019548|0.00166024120553|0.00165395002961|0.00165289633772|0.00160531923763|0.00154094440498|0.00152297589336|0.00144249526482|0.00138160015057|0.00137243734816|0.00121623456375|0.00114263867379|0.00114027280817|0.00111136137137|0.00110132237403|0.00109048219571|0.00106061642455|0.00104937708292|0.00103545297589|0.00101242659805|0.000970518767838|0.000931584589919|0.000928847905549|0.000923144232856|0.000902963419078|0.000900778498137|0.000880695271752|0.000845367672368|0.000791369387306|0.000769363125509|0.000768894935117|0.000750276883935|0.000725410865296|0.000725102316783|0.000713514264013|0.000705551224727|0.000680145116922|0.000654200474302|0.000600107771105|0.000598646606867|0.000591609456367|0.000566270010347|0.000547490930623|0.000547196706961|0.000540496635567|0.000537953743203|0.0005344149701|0.000532336506847|0.000531627012906|0.000529269092102|0.000527644513304|0.000484760753893|0.000482302105868|0.000472875197945|0.000469355968992|0.000460915320774|0.000440496426994|0.000434868919385|0.000353547546805|0.000353128907441|0.000347516547144|0.000340990463785|0.00033195126258|0.000287220976649|0.000271651594748|0.000211466591289|0.000207666056372|0.000160532523744
Communities and Crime,xgboost,mi,1,42,0.9,49|55|48|50|8|73|54|32|33|45|51|20|72|7|24|22|46|43|82|34|78|17|74|76|37|35|79|60|88|27|10|41|15|42|68|25|125|28|95|91|29|75|36|90|57|5|44|62|23|67|83|94|119|56|65|98|38|12|30|77|31|63|96|64|87|18|85|16|71|40|59|13|58|47|66|89|97|19|26|84|11|93|6|86|14|61|99|120|52|21|70|118|69|80|100|92|81|53|39|9,0.452488403394|0.42197560129|0.372179817815|0.363748518816|0.343591608078|0.326201019868|0.324757960424|0.317198602491|0.316325076439|0.315004766795|0.280907355645|0.276171882276|0.258943117589|0.249277279487|0.239551522617|0.224750917259|0.219889087604|0.216757715971|0.20203716488|0.187558925515|0.184162697266|0.172029706733|0.162450752625|0.15990018311|0.159429045579|0.148130399935|0.142880317368|0.128060418949|0.127140613119|0.116305163274|0.116270572885|0.115576827738|0.113711626366|0.113075089191|0.111312361675|0.106851138798|0.103362354431|0.102060283965|0.0993824471753|0.0960787279325|0.094864590089|0.0928238588982|0.0925981318888|0.0910930705367|0.0909979533233|0.0892376332897|0.0871273994717|0.0851944935603|0.078991749978|0.0783461448977|0.0770658350866|0.0736107130669|0.0731755579634|0.070213132715|0.06969797516|0.0691598402386|0.0685220993459|0.0680905417279|0.0664277554004|0.0662732082899|0.0643603214882|0.060523545019|0.0589150929479|0.058026067612|0.0575883058856|0.0566978099576|0.0559248040901|0.0555347880092|0.053555970639|0.0518599626283|0.0516483028336|0.0464956620546|0.0451017479476|0.0448353382394|0.0427584002771|0.040816451452|0.0369495871616|0.0364788896574|0.0308691370762|0.0284573568698|0.0282749759332|0.0281309932968|0.0271106868691|0.025042035107|0.0214995487856|0.0169187247664|0.0162209794237|0.0146627536975|0.0146248708496|0.013725869954|0.0107082743001|0.00770691965919|0.00384574310869|0|0|0|0|0|0|0
Communities and Crime,xgboost,rfe,1,42,0.9,7|73|46|45|18|21|44|12|84|85|68|67|69|47|78|72|71|20|76|48|33|25|26|90|87|66|63|64|96|17|24|70|50|10|65|79|61|57|58|15|16|23|93|53|38|52|14|94|43|19|39|41|88|9|8|32|54|80|55|13|95|56|77|31|27|42|100|97|49|98|30|40|36|75|74|120|59|89|34|35|81|11|29|125|118|82|5|28|51|119|6|91|62|92|37|60|99|86|83|22,100|99|98|97|96|95|94|93|92|91|90|89|88|87|86|85|84|83|82|81|80|79|78|77|76|75|74|73|72|71|70|69|68|67|66|65|64|63|62|61|60|59|58|57|56|55|54|53|52|51|50|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|9|8|7|6|5|4|3|2|1
Communities and Crime,xgboost,tree,1,42,0.9,55|49|8|48|7|50|20|54|51|45|46|73|79|76|43|16|95|33|29|77|10|31|74|40|39|67|22|32|92|41|83|91|81|94|30|93|72|53|82|21|37|125|118|78|52|57|65|56|11|71|24|69|35|27|70|60|98|119|23|66|97|42|100|28|19|15|26|59|44|120|80|68|5|17|58|14|34|47|63|96|75|9|6|36|25|99|64|18|86|84|13|12|87|90|89|38|62|85|88|61,0.224321455069|0.133421890405|0.0905990898691|0.0535857060387|0.0471030279735|0.0170063372144|0.0163489210622|0.0156662816197|0.0132182949645|0.0130907571144|0.0123821909226|0.0120450800967|0.0101213907346|0.00929447783658|0.00850518721154|0.00768122622538|0.00740838427209|0.00720295773914|0.00693220584265|0.00626534880772|0.00615167799389|0.005798864623|0.00579621184175|0.00566834934536|0.005663141049|0.0056437026701|0.00554857375541|0.00531625932039|0.00497365815739|0.00484502901289|0.00481805163352|0.00469514228701|0.00456490474018|0.00449668136609|0.00437413918236|0.00420664417169|0.00399170670189|0.00398192811484|0.00390298211734|0.00384782036574|0.00383404283736|0.00383282005205|0.00382484309238|0.00381237067339|0.0038099120823|0.00379699772427|0.00376160637522|0.00374650352174|0.00373613618568|0.00373166635066|0.0037241580783|0.00364336089132|0.0036395944755|0.0036094122354|0.0035523676582|0.00354850736333|0.00353760487061|0.00353516737379|0.00350371545007|0.00349353668391|0.00348749503757|0.00346341820994|0.00345671170324|0.00342834694971|0.00342411766701|0.00342120722742|0.00340846732158|0.00337907716046|0.00337448452075|0.00332648131507|0.00324937457537|0.00323231286191|0.00318836388069|0.00316961189008|0.00311659147126|0.00309341004436|0.00303510638754|0.00295885006419|0.00290987965404|0.00289131803989|0.00286856173692|0.00286499525998|0.00284966085193|0.00283784256718|0.00283358556209|0.00279014972239|0.00273233438123|0.00262911115845|0.00257160483577|0.00249106988297|0.00248419884048|0.00245966546608|0.00244570718006|0.00242011244069|0.00240068829288|0.00236099392278|0.00234834386261|0.00233826119138|0.00205884238446|0.00203964103227
Communities and Crime,xgboost,shap,1,42,0.9,49|78|20|73|55|12|7|18|125|74|54|53|8|118|72|65|6|76|9|5|19|13|48|92|58|80|38|87|99|44|28|50|40|43|10|24|27|11|31|83|15|34|29|77|41|45|37|39|64|98|59|60|57|26|79|23|51|81|120|71|22|14|16|97|47|17|30|82|91|63|93|32|66|21|42|35|100|25|62|52|70|68|56|61|88|36|89|119|90|67|96|69|95|84|85|94|75|86|46|33,0.0869476198896|0.0348924788637|0.0247557582889|0.0208837458303|0.013851204054|0.00973608629993|0.00906951984454|0.0087540889064|0.00826669111509|0.00746547259797|0.006475215173|0.00645944841516|0.00396347402751|0.00362770533584|0.00362096246904|0.00349742628313|0.00347007318316|0.00292260085699|0.00245895406431|0.00243216320242|0.00242189596501|0.00231878755805|0.0021604251189|0.00214042853664|0.00208688661188|0.00207521720476|0.00194330429399|0.00188728962181|0.0018614233095|0.00176001181928|0.0017097212948|0.00155558642124|0.00151782866962|0.00140070614431|0.00131672533813|0.00126887721033|0.00125898284179|0.00123872474256|0.001196756656|0.00118294485424|0.000984069301445|0.000950486267032|0.000846702321457|0.000776311417787|0.000742478731092|0.000710391528884|0.00063430614292|0.000568320262413|0.000561931657461|0.00054939397105|0.000545981643553|0.000544815247966|0.00054359496832|0.000522788974664|0.00051209802205|0.000502978689515|0.000492612156437|0.000479102138235|0.000474403452068|0.000469767177352|0.000462268289323|0.000460494694173|0.000381069961197|0.000368208682365|0.000361841900436|0.000355775246066|0.000351297771878|0.000295575542344|0.000274044424285|0.000261898072948|0.000259485901682|0.000255235016067|0.000238530144468|0.000236769998644|0.000219703090836|0.00020564501858|0.000155652550324|0.000148761227632|0.000142256378803|0.000125620998238|0.000114048501086|0.000106625758309|8.32521965496e-05|8.27915140443e-05|7.15749740214e-05|6.02341516783e-05|5.64113506477e-05|5.31162662786e-05|4.98817689125e-05|4.60761960166e-05|4.45442803523e-05|4.05281728538e-05|3.64787476024e-05|2.73080017829e-05|1.58591896373e-05|0|0|0|0|0
Communities and Crime,xgboost,mi,2,42,0.9,49|55|48|50|54|33|8|51|22|73|46|32|45|43|20|34|82|24|72|7|78|74|27|37|13|17|76|35|5|10|66|65|79|56|67|75|42|31|30|44|98|15|14|119|25|95|26|38|125|68|70|88|41|77|12|96|90|83|94|59|71|91|69|16|120|11|86|28|52|36|89|60|6|87|99|62|61|29|92|64|63|85|58|57|84|18|47|97|81|23|93|39|9|100|40|118|80|53|21|19,0.479741548684|0.39911269799|0.36108773294|0.346557869696|0.311341421451|0.310987545132|0.305590324293|0.285894705173|0.282964361855|0.280352457371|0.269110327068|0.260541879907|0.258134256431|0.245206339567|0.23468684239|0.227008936674|0.222404931516|0.218452349281|0.213090497002|0.211815302248|0.199235221441|0.192726133105|0.183050161449|0.176539966693|0.157840589177|0.150929116779|0.146469338824|0.14059508322|0.136523046311|0.129262845146|0.110007241596|0.10927645331|0.108799668487|0.101721197024|0.100301115587|0.0970454597699|0.0952494590967|0.0951921318028|0.0944599143656|0.0941391916864|0.0923644012741|0.0919473724008|0.0915893148674|0.089951151546|0.0898660045046|0.0884310601839|0.0863771785146|0.0834402838553|0.0832515368736|0.0824773851663|0.0762768997039|0.0729978667849|0.0718182347729|0.0711838783046|0.068958559544|0.0687040221925|0.0686857719902|0.0663915259423|0.0658609800752|0.06521767544|0.0588499697524|0.0581145816139|0.0577494210886|0.0577110921251|0.05717276077|0.0543474460348|0.0508591864301|0.0502975092069|0.0497701935914|0.048625536239|0.04521349397|0.0443612551587|0.0432350922266|0.0403025043595|0.0393521310915|0.0364460213369|0.0362749486417|0.0346511508924|0.0315116009416|0.0312963933862|0.0278475712847|0.0267968312654|0.026154625302|0.0255696755344|0.0248777407285|0.0233713190375|0.020195955352|0.018608800358|0.0153604079996|0.0150085821294|0.0114439984514|0.0073051602941|0.0049951456377|0.00474821818382|0.00273254998134|0|0|0|0|0
Communities and Crime,xgboost,rfe,2,42,0.9,49|63|62|43|46|45|55|90|87|73|76|78|72|38|21|42|24|26|7|53|84|86|48|67|47|34|17|93|74|69|65|89|71|20|95|70|66|12|54|94|23|16|44|15|80|30|10|120|35|125|75|19|81|41|39|13|11|83|28|88|77|56|92|91|14|33|82|50|22|37|99|98|68|6|57|5|58|59|51|18|31|60|119|29|85|96|64|9|36|79|61|25|97|100|40|8|118|32|27|52,100|99|98|97|96|95|94|93|92|91|90|89|88|87|86|85|84|83|82|81|80|79|78|77|76|75|74|73|72|71|70|69|68|67|66|65|64|63|62|61|60|59|58|57|56|55|54|53|52|51|50|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|9|8|7|6|5|4|3|2|1
Communities and Crime,xgboost,tree,2,42,0.9,55|49|48|8|51|50|7|73|54|95|45|10|29|43|76|22|46|120|52|16|125|66|30|74|97|83|79|20|53|27|31|59|65|93|40|94|81|39|67|77|19|33|21|96|82|13|91|37|28|60|118|92|9|71|119|11|100|68|32|80|72|99|12|14|58|15|57|5|38|34|18|98|64|41|23|63|78|86|47|44|42|87|70|36|85|56|90|24|35|6|17|69|84|61|62|26|88|75|89|25,0.184435474338|0.182001710128|0.0687121810894|0.0607017753576|0.0279939689241|0.0260684655148|0.0200432862393|0.0156573103529|0.0132819570965|0.0106110006248|0.0104835389648|0.00992579170805|0.00870964303309|0.00814891243578|0.0080935744853|0.00775637945772|0.00766394406086|0.00758844118014|0.00662173108556|0.00613281968815|0.00588303328806|0.00585555414293|0.0057647251884|0.00573179064334|0.00572060621285|0.00569295969405|0.00568807506416|0.00568482608337|0.00519346197173|0.00518675287819|0.00516979100071|0.00480902157548|0.00479790320958|0.00475838177288|0.00474948535135|0.00474041760849|0.00472649164004|0.00466895347473|0.00464994324698|0.00462970528912|0.00459251162489|0.00458263719093|0.0045491741922|0.00452803201067|0.00450114838591|0.00447042107562|0.00443520093478|0.00436320001066|0.00435948283608|0.00431487001947|0.00427347647294|0.00423860113585|0.00412204526459|0.00410767114198|0.00409836871951|0.00403940191786|0.00400781034248|0.00398067886131|0.00397669855412|0.00384597030922|0.00382460916808|0.00381645937601|0.00379664208744|0.00372511255496|0.00370512618549|0.00358581914432|0.00356376832232|0.00353237739639|0.00351183242658|0.00350164054757|0.0034927586442|0.0034797758808|0.00345669699579|0.00336826608403|0.0033323115953|0.00328294353291|0.0032457009695|0.00305607186288|0.00304643980488|0.00303160832105|0.00302985555509|0.00296547996717|0.00283446058341|0.0028198537881|0.00281478660693|0.00279494749966|0.00274907325604|0.00272427559804|0.0027013865611|0.00268265709393|0.00254464155367|0.0024442053712|0.00235594427833|0.00231192865056|0.00228175679367|0.00225497299796|0.00221153171271|0.00204183390583|0.00199950519378|0.00195975602984
Communities and Crime,xgboost,shap,2,42,0.9,49|7|59|13|45|47|66|10|11|22|5|27|52|55|40|119|18|6|91|29|70|12|53|32|34|9|56|76|23|20|60|17|57|30|19|43|81|80|100|54|83|46|61|8|48|42|79|93|92|37|35|31|78|28|65|50|51|97|94|39|44|120|74|73|86|118|72|21|77|24|38|14|36|71|69|63|99|89|125|84|33|25|95|67|90|98|68|58|85|41|15|82|16|64|88|26|87|96|75|62,0.097852755575|0.0422997022135|0.0343161251429|0.0122313353285|0.0120231084478|0.0119245705526|0.00911515484077|0.00804026698176|0.00775508073225|0.00769471375835|0.00750595988489|0.00665159040232|0.00615167128541|0.00453214936943|0.00420372853543|0.00404523050281|0.00392373893065|0.00353673147088|0.00341453828207|0.00322211445481|0.00320191553601|0.00278388499958|0.00229651519037|0.00226409529992|0.0022459310958|0.00210762196012|0.0020175644749|0.00190142075811|0.00189819602996|0.00187180646157|0.00167489620864|0.00150700875442|0.00148714116856|0.00131555970848|0.00129332344055|0.00123347730887|0.00107715749394|0.00103742972181|0.00103518599146|0.00103350392308|0.0009843054953|0.0009581613754|0.000883068109836|0.000872173635893|0.000871817990063|0.000852546396613|0.000843437395873|0.000814160452917|0.000746118488314|0.000690860222813|0.000612517184607|0.000598382489946|0.000525428088404|0.000440651348702|0.000407911422672|0.000402354280021|0.000385005766244|0.000360456757616|0.0003474810911|0.000332535422127|0.000329832823876|0.000266634005795|0.00024502703317|0.000241007624091|0.000230430191777|0.000222913123129|0.000221201332768|0.000216058233481|0.00021484009946|0.000213188075736|0.000209104749801|0.000201276698902|0.000175934662426|0.000161014513021|0.000152360800055|0.000138144808467|0.000131661538454|0.000118568088975|0.000105015087513|9.09325825544e-05|8.6864053217e-05|7.49752121042e-05|6.87022275879e-05|6.82711816801e-05|6.48323125697e-05|5.71859543468e-05|4.08838376421e-05|4.07102702134e-05|3.38796047304e-05|3.10988068283e-05|3.04733492543e-05|2.75115541969e-05|2.26243428653e-05|6.25215623295e-06|5.32463106179e-06|4.53564368215e-06|3.80522867636e-06|0|0|0
Superconductor,ridge,mi,1,42,0.9,range_fie|std_fie|gmean_Density|wtd_gmean_Valence|std_ThermalConductivity|range_ElectronAffinity|wtd_mean_Valence|entropy_atomic_radius|entropy_atomic_mass|entropy_Density|range_Density|range_atomic_radius|entropy_FusionHeat|entropy_Valence|entropy_ElectronAffinity|std_atomic_radius|wtd_gmean_Density|std_ElectronAffinity|mean_ThermalConductivity|wtd_gmean_FusionHeat|gmean_FusionHeat|wtd_std_ThermalConductivity|gmean_ThermalConductivity|range_atomic_mass|entropy_fie|gmean_ElectronAffinity|wtd_std_fie|wtd_gmean_atomic_radius|gmean_Valence|wtd_mean_FusionHeat|range_FusionHeat|range_ThermalConductivity|mean_FusionHeat|gmean_atomic_mass|std_Density|wtd_std_atomic_radius|mean_ElectronAffinity|mean_Density|wtd_gmean_ThermalConductivity|wtd_range_FusionHeat|std_atomic_mass|wtd_std_FusionHeat|std_FusionHeat|wtd_mean_fie|wtd_std_ElectronAffinity|wtd_mean_atomic_radius|mean_fie|entropy_ThermalConductivity|gmean_atomic_radius|mean_atomic_mass|wtd_range_ThermalConductivity|wtd_entropy_atomic_mass|wtd_entropy_Valence|wtd_range_ElectronAffinity|gmean_fie|wtd_entropy_atomic_radius|wtd_mean_ThermalConductivity|wtd_std_Density|wtd_gmean_atomic_mass|wtd_range_Valence|wtd_mean_Density|wtd_gmean_fie|mean_Valence|wtd_mean_ElectronAffinity|mean_atomic_radius|wtd_std_Valence|std_Valence|wtd_mean_atomic_mass|wtd_entropy_FusionHeat|wtd_range_Density|wtd_std_atomic_mass|wtd_gmean_ElectronAffinity|wtd_range_fie|wtd_entropy_fie|wtd_range_atomic_mass|wtd_entropy_Density|wtd_entropy_ThermalConductivity|wtd_range_atomic_radius|wtd_entropy_ElectronAffinity|number_of_elements|range_Valence,0.850430655124|0.836200707366|0.833786055182|0.828511769511|0.826949964182|0.826527269485|0.820347934939|0.820266369008|0.797307037382|0.79348035444|0.791337869726|0.783385330902|0.770287003947|0.763788269044|0.762859824424|0.757762298444|0.757380561612|0.757203206765|0.756585407583|0.749879511261|0.749715912486|0.745595574949|0.732565455326|0.728652184034|0.727872043581|0.721768146118|0.718572211556|0.71569530855|0.708885742874|0.705158187302|0.704370309431|0.702613258113|0.701127538739|0.690187079884|0.688101427913|0.684594882899|0.682794906555|0.676028955881|0.670374784008|0.668720131617|0.668690287338|0.664665640244|0.66442557479|0.659459153713|0.648037581777|0.641785226544|0.639570658177|0.639104837049|0.638277936599|0.633856413162|0.633056625907|0.604901959939|0.602705964077|0.599811166983|0.598973725346|0.596003397992|0.594187626129|0.591990311165|0.589322340276|0.589298019465|0.583907616711|0.582083128345|0.579607110652|0.575231595198|0.567650017094|0.566869039618|0.553943311799|0.546064066379|0.546061871971|0.545571081048|0.544387798114|0.529965146297|0.528214469548|0.497499735732|0.467794957554|0.430676317117|0.423538585434|0.41512591542|0.409188377277|0.38758610502|0.117461843054
Superconductor,ridge,rfe,1,42,0.9,wtd_gmean_atomic_radius|wtd_mean_atomic_radius|range_fie|std_fie|wtd_mean_atomic_mass|wtd_gmean_atomic_mass|gmean_atomic_mass|mean_atomic_mass|range_ElectronAffinity|std_ElectronAffinity|mean_Valence|gmean_Valence|wtd_mean_ElectronAffinity|wtd_gmean_ElectronAffinity|wtd_std_ElectronAffinity|std_ThermalConductivity|range_ThermalConductivity|wtd_mean_ThermalConductivity|wtd_gmean_ThermalConductivity|wtd_entropy_atomic_radius|wtd_entropy_Valence|wtd_std_fie|std_atomic_radius|range_atomic_radius|wtd_gmean_FusionHeat|wtd_mean_FusionHeat|entropy_atomic_mass|entropy_Valence|mean_fie|gmean_fie|wtd_range_ThermalConductivity|range_atomic_mass|std_atomic_mass|mean_Density|wtd_gmean_Density|gmean_atomic_radius|wtd_std_Valence|range_Valence|wtd_gmean_Valence|wtd_mean_Valence|std_Density|range_Density|gmean_FusionHeat|mean_FusionHeat|range_FusionHeat|wtd_entropy_fie|wtd_range_FusionHeat|wtd_entropy_FusionHeat|number_of_elements|entropy_fie|gmean_Density|wtd_mean_fie|wtd_entropy_ElectronAffinity|gmean_ElectronAffinity|entropy_FusionHeat|wtd_entropy_Density|entropy_Density|wtd_entropy_atomic_mass|gmean_ThermalConductivity|wtd_gmean_fie|wtd_std_FusionHeat|std_FusionHeat|mean_ElectronAffinity|wtd_range_ElectronAffinity|wtd_std_Density|wtd_range_fie|wtd_range_atomic_radius|wtd_mean_Density|entropy_ThermalConductivity|wtd_std_atomic_radius|mean_atomic_radius|entropy_ElectronAffinity|wtd_entropy_ThermalConductivity|mean_ThermalConductivity|wtd_range_atomic_mass|entropy_atomic_radius|std_Valence|wtd_range_Density|wtd_std_ThermalConductivity|wtd_std_atomic_mass|wtd_range_Valence,81|80|79|78|77|76|75|74|73|72|71|70|69|68|67|66|65|64|63|62|61|60|59|58|57|56|55|54|53|52|51|50|49|48|47|46|45|44|43|42|41|40|39|38|37|36|35|34|33|32|31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|9|8|7|6|5|4|3|2|1
