dataset,model,strategy,k_pct,fold,repeat_seed,n_features_total,n_features_selected,n_features_after_fi_stage,n_features_after_shap_stage,selected_features_fi_stage,selected_features_shap_stage,selected_features
Superconductor,xgboost,custom_shap_rfe,0.5,10,256,81,40,81,40,number_of_elements|mean_atomic_mass|wtd_mean_atomic_mass|gmean_atomic_mass|wtd_gmean_atomic_mass|entropy_atomic_mass|wtd_entropy_atomic_mass|range_atomic_mass|wtd_range_atomic_mass|std_atomic_mass|wtd_std_atomic_mass|mean_fie|wtd_mean_fie|gmean_fie|wtd_gmean_fie|entropy_fie|wtd_entropy_fie|range_fie|wtd_range_fie|std_fie|wtd_std_fie|mean_atomic_radius|wtd_mean_atomic_radius|gmean_atomic_radius|wtd_gmean_atomic_radius|entropy_atomic_radius|wtd_entropy_atomic_radius|range_atomic_radius|wtd_range_atomic_radius|std_atomic_radius|wtd_std_atomic_radius|mean_Density|wtd_mean_Density|gmean_Density|wtd_gmean_Density|entropy_Density|wtd_entropy_Density|range_Density|wtd_range_Density|std_Density|wtd_std_Density|mean_ElectronAffinity|wtd_mean_ElectronAffinity|gmean_ElectronAffinity|wtd_gmean_ElectronAffinity|entropy_ElectronAffinity|wtd_entropy_ElectronAffinity|range_ElectronAffinity|wtd_range_ElectronAffinity|std_ElectronAffinity|wtd_std_ElectronAffinity|mean_FusionHeat|wtd_mean_FusionHeat|gmean_FusionHeat|wtd_gmean_FusionHeat|entropy_FusionHeat|wtd_entropy_FusionHeat|range_FusionHeat|wtd_range_FusionHeat|std_FusionHeat|wtd_std_FusionHeat|mean_ThermalConductivity|wtd_mean_ThermalConductivity|gmean_ThermalConductivity|wtd_gmean_ThermalConductivity|entropy_ThermalConductivity|wtd_entropy_ThermalConductivity|range_ThermalConductivity|wtd_range_ThermalConductivity|std_ThermalConductivity|wtd_std_ThermalConductivity|mean_Valence|wtd_mean_Valence|gmean_Valence|wtd_gmean_Valence|entropy_Valence|wtd_entropy_Valence|range_Valence|wtd_range_Valence|std_Valence|wtd_std_Valence,wtd_mean_atomic_mass|entropy_atomic_mass|range_atomic_mass|wtd_range_atomic_mass|std_atomic_mass|wtd_std_atomic_mass|wtd_mean_fie|wtd_entropy_fie|range_fie|wtd_range_fie|wtd_std_fie|range_atomic_radius|std_atomic_radius|wtd_std_atomic_radius|mean_Density|wtd_mean_Density|gmean_Density|wtd_gmean_Density|entropy_Density|wtd_entropy_Density|std_Density|gmean_ElectronAffinity|wtd_gmean_ElectronAffinity|wtd_entropy_ElectronAffinity|wtd_range_ElectronAffinity|std_ElectronAffinity|wtd_std_ElectronAffinity|entropy_FusionHeat|wtd_entropy_FusionHeat|wtd_std_FusionHeat|wtd_mean_ThermalConductivity|wtd_gmean_ThermalConductivity|entropy_ThermalConductivity|wtd_entropy_ThermalConductivity|range_ThermalConductivity|wtd_std_ThermalConductivity|wtd_mean_Valence|wtd_gmean_Valence|wtd_range_Valence|std_Valence,wtd_mean_atomic_mass|entropy_atomic_mass|range_atomic_mass|wtd_range_atomic_mass|std_atomic_mass|wtd_std_atomic_mass|wtd_mean_fie|wtd_entropy_fie|range_fie|wtd_range_fie|wtd_std_fie|range_atomic_radius|std_atomic_radius|wtd_std_atomic_radius|mean_Density|wtd_mean_Density|gmean_Density|wtd_gmean_Density|entropy_Density|wtd_entropy_Density|std_Density|gmean_ElectronAffinity|wtd_gmean_ElectronAffinity|wtd_entropy_ElectronAffinity|wtd_range_ElectronAffinity|std_ElectronAffinity|wtd_std_ElectronAffinity|entropy_FusionHeat|wtd_entropy_FusionHeat|wtd_std_FusionHeat|wtd_mean_ThermalConductivity|wtd_gmean_ThermalConductivity|entropy_ThermalConductivity|wtd_entropy_ThermalConductivity|range_ThermalConductivity|wtd_std_ThermalConductivity|wtd_mean_Valence|wtd_gmean_Valence|wtd_range_Valence|std_Valence
Superconductor,xgboost,custom_shap_rfe,1.0,10,256,81,81,81,81,number_of_elements|mean_atomic_mass|wtd_mean_atomic_mass|gmean_atomic_mass|wtd_gmean_atomic_mass|entropy_atomic_mass|wtd_entropy_atomic_mass|range_atomic_mass|wtd_range_atomic_mass|std_atomic_mass|wtd_std_atomic_mass|mean_fie|wtd_mean_fie|gmean_fie|wtd_gmean_fie|entropy_fie|wtd_entropy_fie|range_fie|wtd_range_fie|std_fie|wtd_std_fie|mean_atomic_radius|wtd_mean_atomic_radius|gmean_atomic_radius|wtd_gmean_atomic_radius|entropy_atomic_radius|wtd_entropy_atomic_radius|range_atomic_radius|wtd_range_atomic_radius|std_atomic_radius|wtd_std_atomic_radius|mean_Density|wtd_mean_Density|gmean_Density|wtd_gmean_Density|entropy_Density|wtd_entropy_Density|range_Density|wtd_range_Density|std_Density|wtd_std_Density|mean_ElectronAffinity|wtd_mean_ElectronAffinity|gmean_ElectronAffinity|wtd_gmean_ElectronAffinity|entropy_ElectronAffinity|wtd_entropy_ElectronAffinity|range_ElectronAffinity|wtd_range_ElectronAffinity|std_ElectronAffinity|wtd_std_ElectronAffinity|mean_FusionHeat|wtd_mean_FusionHeat|gmean_FusionHeat|wtd_gmean_FusionHeat|entropy_FusionHeat|wtd_entropy_FusionHeat|range_FusionHeat|wtd_range_FusionHeat|std_FusionHeat|wtd_std_FusionHeat|mean_ThermalConductivity|wtd_mean_ThermalConductivity|gmean_ThermalConductivity|wtd_gmean_ThermalConductivity|entropy_ThermalConductivity|wtd_entropy_ThermalConductivity|range_ThermalConductivity|wtd_range_ThermalConductivity|std_ThermalConductivity|wtd_std_ThermalConductivity|mean_Valence|wtd_mean_Valence|gmean_Valence|wtd_gmean_Valence|entropy_Valence|wtd_entropy_Valence|range_Valence|wtd_range_Valence|std_Valence|wtd_std_Valence,number_of_elements|mean_atomic_mass|wtd_mean_atomic_mass|gmean_atomic_mass|wtd_gmean_atomic_mass|entropy_atomic_mass|wtd_entropy_atomic_mass|range_atomic_mass|wtd_range_atomic_mass|std_atomic_mass|wtd_std_atomic_mass|mean_fie|wtd_mean_fie|gmean_fie|wtd_gmean_fie|entropy_fie|wtd_entropy_fie|range_fie|wtd_range_fie|std_fie|wtd_std_fie|mean_atomic_radius|wtd_mean_atomic_radius|gmean_atomic_radius|wtd_gmean_atomic_radius|entropy_atomic_radius|wtd_entropy_atomic_radius|range_atomic_radius|wtd_range_atomic_radius|std_atomic_radius|wtd_std_atomic_radius|mean_Density|wtd_mean_Density|gmean_Density|wtd_gmean_Density|entropy_Density|wtd_entropy_Density|range_Density|wtd_range_Density|std_Density|wtd_std_Density|mean_ElectronAffinity|wtd_mean_ElectronAffinity|gmean_ElectronAffinity|wtd_gmean_ElectronAffinity|entropy_ElectronAffinity|wtd_entropy_ElectronAffinity|range_ElectronAffinity|wtd_range_ElectronAffinity|std_ElectronAffinity|wtd_std_ElectronAffinity|mean_FusionHeat|wtd_mean_FusionHeat|gmean_FusionHeat|wtd_gmean_FusionHeat|entropy_FusionHeat|wtd_entropy_FusionHeat|range_FusionHeat|wtd_range_FusionHeat|std_FusionHeat|wtd_std_FusionHeat|mean_ThermalConductivity|wtd_mean_ThermalConductivity|gmean_ThermalConductivity|wtd_gmean_ThermalConductivity|entropy_ThermalConductivity|wtd_entropy_ThermalConductivity|range_ThermalConductivity|wtd_range_ThermalConductivity|std_ThermalConductivity|wtd_std_ThermalConductivity|mean_Valence|wtd_mean_Valence|gmean_Valence|wtd_gmean_Valence|entropy_Valence|wtd_entropy_Valence|range_Valence|wtd_range_Valence|std_Valence|wtd_std_Valence,number_of_elements|mean_atomic_mass|wtd_mean_atomic_mass|gmean_atomic_mass|wtd_gmean_atomic_mass|entropy_atomic_mass|wtd_entropy_atomic_mass|range_atomic_mass|wtd_range_atomic_mass|std_atomic_mass|wtd_std_atomic_mass|mean_fie|wtd_mean_fie|gmean_fie|wtd_gmean_fie|entropy_fie|wtd_entropy_fie|range_fie|wtd_range_fie|std_fie|wtd_std_fie|mean_atomic_radius|wtd_mean_atomic_radius|gmean_atomic_radius|wtd_gmean_atomic_radius|entropy_atomic_radius|wtd_entropy_atomic_radius|range_atomic_radius|wtd_range_atomic_radius|std_atomic_radius|wtd_std_atomic_radius|mean_Density|wtd_mean_Density|gmean_Density|wtd_gmean_Density|entropy_Density|wtd_entropy_Density|range_Density|wtd_range_Density|std_Density|wtd_std_Density|mean_ElectronAffinity|wtd_mean_ElectronAffinity|gmean_ElectronAffinity|wtd_gmean_ElectronAffinity|entropy_ElectronAffinity|wtd_entropy_ElectronAffinity|range_ElectronAffinity|wtd_range_ElectronAffinity|std_ElectronAffinity|wtd_std_ElectronAffinity|mean_FusionHeat|wtd_mean_FusionHeat|gmean_FusionHeat|wtd_gmean_FusionHeat|entropy_FusionHeat|wtd_entropy_FusionHeat|range_FusionHeat|wtd_range_FusionHeat|std_FusionHeat|wtd_std_FusionHeat|mean_ThermalConductivity|wtd_mean_ThermalConductivity|gmean_ThermalConductivity|wtd_gmean_ThermalConductivity|entropy_ThermalConductivity|wtd_entropy_ThermalConductivity|range_ThermalConductivity|wtd_range_ThermalConductivity|std_ThermalConductivity|wtd_std_ThermalConductivity|mean_Valence|wtd_mean_Valence|gmean_Valence|wtd_gmean_Valence|entropy_Valence|wtd_entropy_Valence|range_Valence|wtd_range_Valence|std_Valence|wtd_std_Valence
Superconductor,xgboost,hybrid_fi_custom_shap_rfe,0.05,7,256,81,4,42,4,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|gmean_ElectronAffinity|std_atomic_mass|std_Density|wtd_std_ElectronAffinity|wtd_gmean_Valence|gmean_Density|wtd_std_ThermalConductivity|mean_Density|wtd_entropy_ThermalConductivity|wtd_mean_ThermalConductivity|entropy_Density|wtd_std_Valence|wtd_range_ElectronAffinity|wtd_range_Valence|wtd_range_atomic_mass|range_fie|std_ElectronAffinity|std_atomic_radius|entropy_ThermalConductivity|wtd_entropy_Density|range_ElectronAffinity|wtd_std_Density|wtd_entropy_Valence|wtd_mean_Valence|wtd_gmean_ElectronAffinity|wtd_std_atomic_mass|wtd_range_fie|mean_ThermalConductivity|wtd_entropy_FusionHeat|mean_FusionHeat|std_Valence|mean_atomic_radius|wtd_gmean_Density|wtd_std_atomic_radius|wtd_mean_Density|wtd_entropy_fie|wtd_std_FusionHeat|mean_ElectronAffinity|entropy_FusionHeat,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|wtd_gmean_Valence,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|wtd_gmean_Valence
Superconductor,xgboost,hybrid_fi_custom_shap_rfe,0.1,7,256,81,8,44,8,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|gmean_ElectronAffinity|std_atomic_mass|std_Density|wtd_std_ElectronAffinity|wtd_gmean_Valence|gmean_Density|wtd_std_ThermalConductivity|mean_Density|wtd_entropy_ThermalConductivity|wtd_mean_ThermalConductivity|entropy_Density|wtd_std_Valence|wtd_range_ElectronAffinity|wtd_range_Valence|wtd_range_atomic_mass|range_fie|std_ElectronAffinity|std_atomic_radius|entropy_ThermalConductivity|wtd_entropy_Density|range_ElectronAffinity|wtd_std_Density|wtd_entropy_Valence|wtd_mean_Valence|wtd_gmean_ElectronAffinity|wtd_std_atomic_mass|wtd_range_fie|mean_ThermalConductivity|wtd_entropy_FusionHeat|mean_FusionHeat|std_Valence|mean_atomic_radius|wtd_gmean_Density|wtd_std_atomic_radius|wtd_mean_Density|wtd_entropy_fie|wtd_std_FusionHeat|mean_ElectronAffinity|entropy_FusionHeat|gmean_ThermalConductivity|std_FusionHeat,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_atomic_mass|wtd_std_ElectronAffinity|wtd_gmean_Valence|wtd_entropy_ThermalConductivity|wtd_gmean_Density,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|std_atomic_mass|wtd_std_ElectronAffinity|wtd_gmean_Valence|wtd_entropy_ThermalConductivity|wtd_gmean_Density
Superconductor,xgboost,hybrid_fi_custom_shap_rfe,0.15,7,256,81,12,46,12,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|gmean_ElectronAffinity|std_atomic_mass|std_Density|wtd_std_ElectronAffinity|wtd_gmean_Valence|gmean_Density|wtd_std_ThermalConductivity|mean_Density|wtd_entropy_ThermalConductivity|wtd_mean_ThermalConductivity|entropy_Density|wtd_std_Valence|wtd_range_ElectronAffinity|wtd_range_Valence|wtd_range_atomic_mass|range_fie|std_ElectronAffinity|std_atomic_radius|entropy_ThermalConductivity|wtd_entropy_Density|range_ElectronAffinity|wtd_std_Density|wtd_entropy_Valence|wtd_mean_Valence|wtd_gmean_ElectronAffinity|wtd_std_atomic_mass|wtd_range_fie|mean_ThermalConductivity|wtd_entropy_FusionHeat|mean_FusionHeat|std_Valence|mean_atomic_radius|wtd_gmean_Density|wtd_std_atomic_radius|wtd_mean_Density|wtd_entropy_fie|wtd_std_FusionHeat|mean_ElectronAffinity|entropy_FusionHeat|gmean_ThermalConductivity|std_FusionHeat|wtd_gmean_atomic_mass|entropy_atomic_radius,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|gmean_ElectronAffinity|std_atomic_mass|wtd_std_ElectronAffinity|wtd_gmean_Valence|wtd_std_ThermalConductivity|mean_Density|wtd_entropy_ThermalConductivity|wtd_mean_ThermalConductivity|wtd_std_FusionHeat,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|gmean_ElectronAffinity|std_atomic_mass|wtd_std_ElectronAffinity|wtd_gmean_Valence|wtd_std_ThermalConductivity|mean_Density|wtd_entropy_ThermalConductivity|wtd_mean_ThermalConductivity|wtd_std_FusionHeat
Superconductor,xgboost,hybrid_fi_custom_shap_rfe,0.25,7,256,81,20,50,20,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|gmean_ElectronAffinity|std_atomic_mass|std_Density|wtd_std_ElectronAffinity|wtd_gmean_Valence|gmean_Density|wtd_std_ThermalConductivity|mean_Density|wtd_entropy_ThermalConductivity|wtd_mean_ThermalConductivity|entropy_Density|wtd_std_Valence|wtd_range_ElectronAffinity|wtd_range_Valence|wtd_range_atomic_mass|range_fie|std_ElectronAffinity|std_atomic_radius|entropy_ThermalConductivity|wtd_entropy_Density|range_ElectronAffinity|wtd_std_Density|wtd_entropy_Valence|wtd_mean_Valence|wtd_gmean_ElectronAffinity|wtd_std_atomic_mass|wtd_range_fie|mean_ThermalConductivity|wtd_entropy_FusionHeat|mean_FusionHeat|std_Valence|mean_atomic_radius|wtd_gmean_Density|wtd_std_atomic_radius|wtd_mean_Density|wtd_entropy_fie|wtd_std_FusionHeat|mean_ElectronAffinity|entropy_FusionHeat|gmean_ThermalConductivity|std_FusionHeat|wtd_gmean_atomic_mass|entropy_atomic_radius|wtd_mean_atomic_mass|wtd_range_ThermalConductivity|range_atomic_mass|wtd_entropy_ElectronAffinity,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|gmean_ElectronAffinity|std_atomic_mass|std_Density|wtd_std_ElectronAffinity|wtd_gmean_Valence|gmean_Density|wtd_std_ThermalConductivity|mean_Density|wtd_entropy_ThermalConductivity|wtd_mean_ThermalConductivity|wtd_std_Valence|wtd_entropy_Density|wtd_mean_Valence|wtd_gmean_ElectronAffinity|wtd_range_fie|wtd_entropy_FusionHeat|wtd_std_FusionHeat,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|gmean_ElectronAffinity|std_atomic_mass|std_Density|wtd_std_ElectronAffinity|wtd_gmean_Valence|gmean_Density|wtd_std_ThermalConductivity|mean_Density|wtd_entropy_ThermalConductivity|wtd_mean_ThermalConductivity|wtd_std_Valence|wtd_entropy_Density|wtd_mean_Valence|wtd_gmean_ElectronAffinity|wtd_range_fie|wtd_entropy_FusionHeat|wtd_std_FusionHeat
Superconductor,xgboost,hybrid_fi_custom_shap_rfe,0.5,7,256,81,40,60,40,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|gmean_ElectronAffinity|std_atomic_mass|std_Density|wtd_std_ElectronAffinity|wtd_gmean_Valence|gmean_Density|wtd_std_ThermalConductivity|mean_Density|wtd_entropy_ThermalConductivity|wtd_mean_ThermalConductivity|entropy_Density|wtd_std_Valence|wtd_range_ElectronAffinity|wtd_range_Valence|wtd_range_atomic_mass|range_fie|std_ElectronAffinity|std_atomic_radius|entropy_ThermalConductivity|wtd_entropy_Density|range_ElectronAffinity|wtd_std_Density|wtd_entropy_Valence|wtd_mean_Valence|wtd_gmean_ElectronAffinity|wtd_std_atomic_mass|wtd_range_fie|mean_ThermalConductivity|wtd_entropy_FusionHeat|mean_FusionHeat|std_Valence|mean_atomic_radius|wtd_gmean_Density|wtd_std_atomic_radius|wtd_mean_Density|wtd_entropy_fie|wtd_std_FusionHeat|mean_ElectronAffinity|entropy_FusionHeat|gmean_ThermalConductivity|std_FusionHeat|wtd_gmean_atomic_mass|entropy_atomic_radius|wtd_mean_atomic_mass|wtd_range_ThermalConductivity|range_atomic_mass|wtd_entropy_ElectronAffinity|wtd_gmean_atomic_radius|wtd_std_fie|entropy_atomic_mass|wtd_mean_ElectronAffinity|entropy_fie|std_ThermalConductivity|gmean_atomic_radius|wtd_mean_fie|wtd_entropy_atomic_radius|range_Valence,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|gmean_ElectronAffinity|std_atomic_mass|std_Density|wtd_std_ElectronAffinity|wtd_gmean_Valence|gmean_Density|wtd_std_ThermalConductivity|mean_Density|wtd_entropy_ThermalConductivity|wtd_mean_ThermalConductivity|entropy_Density|wtd_std_Valence|wtd_range_ElectronAffinity|wtd_range_Valence|wtd_range_atomic_mass|range_fie|std_ElectronAffinity|std_atomic_radius|entropy_ThermalConductivity|wtd_entropy_Density|wtd_mean_Valence|wtd_gmean_ElectronAffinity|wtd_std_atomic_mass|wtd_range_fie|wtd_entropy_FusionHeat|mean_FusionHeat|std_Valence|mean_atomic_radius|wtd_gmean_Density|wtd_std_atomic_radius|wtd_mean_Density|wtd_entropy_fie|wtd_std_FusionHeat|entropy_FusionHeat|wtd_mean_atomic_mass|entropy_atomic_mass|wtd_mean_fie,range_ThermalConductivity|wtd_gmean_ThermalConductivity|range_atomic_radius|gmean_ElectronAffinity|std_atomic_mass|std_Density|wtd_std_ElectronAffinity|wtd_gmean_Valence|gmean_Density|wtd_std_ThermalConductivity|mean_Density|wtd_entropy_ThermalConductivity|wtd_mean_ThermalConductivity|entropy_Density|wtd_std_Valence|wtd_range_ElectronAffinity|wtd_range_Valence|wtd_range_atomic_mass|range_fie|std_ElectronAffinity|std_atomic_radius|entropy_ThermalConductivity|wtd_entropy_Density|wtd_mean_Valence|wtd_gmean_ElectronAffinity|wtd_std_atomic_mass|wtd_range_fie|wtd_entropy_FusionHeat|mean_FusionHeat|std_Valence|mean_atomic_radius|wtd_gmean_Density|wtd_std_atomic_radius|wtd_mean_Density|wtd_entropy_fie|wtd_std_FusionHeat|entropy_FusionHeat|wtd_mean_atomic_mass|entropy_atomic_mass|wtd_mean_fie
Superconductor,xgboost,hybrid_fi_custom_shap_rfe,1.0,7,256,81,1,1,1,range_ThermalConductivity,range_ThermalConductivity,range_ThermalConductivity
Superconductor,xgboost,native_fi,0.05,2,512,81,4,4,4,range_ThermalConductivity|wtd_gmean_ThermalConductivity|gmean_ElectronAffinity|std_Density,range_ThermalConductivity|wtd_gmean_ThermalConductivity|gmean_ElectronAffinity|std_Density,range_ThermalConductivity|wtd_gmean_ThermalConductivity|gmean_ElectronAffinity|std_Density
Superconductor,xgboost,native_fi,0.1,2,512,81,8,8,8,range_ThermalConductivity|wtd_gmean_ThermalConductivity|gmean_ElectronAffinity|std_Density|range_atomic_radius|std_atomic_mass|wtd_gmean_Valence|wtd_std_ElectronAffinity,range_ThermalConductivity|wtd_gmean_ThermalConductivity|gmean_ElectronAffinity|std_Density|range_atomic_radius|std_atomic_mass|wtd_gmean_Valence|wtd_std_ElectronAffinity,range_ThermalConductivity|wtd_gmean_ThermalConductivity|gmean_ElectronAffinity|std_Density|range_atomic_radius|std_atomic_mass|wtd_gmean_Valence|wtd_std_ElectronAffinity
Superconductor,xgboost,native_fi,0.15,2,512,81,12,12,12,range_ThermalConductivity|wtd_gmean_ThermalConductivity|gmean_ElectronAffinity|std_Density|range_atomic_radius|std_atomic_mass|wtd_gmean_Valence|wtd_std_ElectronAffinity|gmean_Density|wtd_mean_ThermalConductivity|wtd_entropy_ThermalConductivity|mean_Density,range_ThermalConductivity|wtd_gmean_ThermalConductivity|gmean_ElectronAffinity|std_Density|range_atomic_radius|std_atomic_mass|wtd_gmean_Valence|wtd_std_ElectronAffinity|gmean_Density|wtd_mean_ThermalConductivity|wtd_entropy_ThermalConductivity|mean_Density,range_ThermalConductivity|wtd_gmean_ThermalConductivity|gmean_ElectronAffinity|std_Density|range_atomic_radius|std_atomic_mass|wtd_gmean_Valence|wtd_std_ElectronAffinity|gmean_Density|wtd_mean_ThermalConductivity|wtd_entropy_ThermalConductivity|mean_Density
Superconductor,xgboost,native_fi,0.25,2,512,81,20,20,20,range_ThermalConductivity|wtd_gmean_ThermalConductivity|gmean_ElectronAffinity|std_Density|range_atomic_radius|std_atomic_mass|wtd_gmean_Valence|wtd_std_ElectronAffinity|gmean_Density|wtd_mean_ThermalConductivity|wtd_entropy_ThermalConductivity|mean_Density|wtd_std_Valence|wtd_mean_Valence|entropy_Density|wtd_std_ThermalConductivity|std_atomic_radius|wtd_range_Valence|entropy_ThermalConductivity|wtd_range_ElectronAffinity,range_ThermalConductivity|wtd_gmean_ThermalConductivity|gmean_ElectronAffinity|std_Density|range_atomic_radius|std_atomic_mass|wtd_gmean_Valence|wtd_std_ElectronAffinity|gmean_Density|wtd_mean_ThermalConductivity|wtd_entropy_ThermalConductivity|mean_Density|wtd_std_Valence|wtd_mean_Valence|entropy_Density|wtd_std_ThermalConductivity|std_atomic_radius|wtd_range_Valence|entropy_ThermalConductivity|wtd_range_ElectronAffinity,range_ThermalConductivity|wtd_gmean_ThermalConductivity|gmean_ElectronAffinity|std_Density|range_atomic_radius|std_atomic_mass|wtd_gmean_Valence|wtd_std_ElectronAffinity|gmean_Density|wtd_mean_ThermalConductivity|wtd_entropy_ThermalConductivity|mean_Density|wtd_std_Valence|wtd_mean_Valence|entropy_Density|wtd_std_ThermalConductivity|std_atomic_radius|wtd_range_Valence|entropy_ThermalConductivity|wtd_range_ElectronAffinity
Superconductor,xgboost,native_fi,0.5,2,512,81,40,40,40,range_ThermalConductivity|wtd_gmean_ThermalConductivity|gmean_ElectronAffinity|std_Density|range_atomic_radius|std_atomic_mass|wtd_gmean_Valence|wtd_std_ElectronAffinity|gmean_Density|wtd_mean_ThermalConductivity|wtd_entropy_ThermalConductivity|mean_Density|wtd_std_Valence|wtd_mean_Valence|entropy_Density|wtd_std_ThermalConductivity|std_atomic_radius|wtd_range_Valence|entropy_ThermalConductivity|wtd_range_ElectronAffinity|wtd_range_atomic_mass|range_ElectronAffinity|range_Density|wtd_std_atomic_mass|range_fie|wtd_range_fie|wtd_entropy_FusionHeat|gmean_ThermalConductivity|mean_atomic_radius|range_atomic_mass|wtd_entropy_Density|std_ElectronAffinity|wtd_entropy_Valence|entropy_ElectronAffinity|entropy_atomic_radius|wtd_gmean_ElectronAffinity|mean_ElectronAffinity|wtd_gmean_Density|wtd_std_Density|wtd_entropy_fie,range_ThermalConductivity|wtd_gmean_ThermalConductivity|gmean_ElectronAffinity|std_Density|range_atomic_radius|std_atomic_mass|wtd_gmean_Valence|wtd_std_ElectronAffinity|gmean_Density|wtd_mean_ThermalConductivity|wtd_entropy_ThermalConductivity|mean_Density|wtd_std_Valence|wtd_mean_Valence|entropy_Density|wtd_std_ThermalConductivity|std_atomic_radius|wtd_range_Valence|entropy_ThermalConductivity|wtd_range_ElectronAffinity|wtd_range_atomic_mass|range_ElectronAffinity|range_Density|wtd_std_atomic_mass|range_fie|wtd_range_fie|wtd_entropy_FusionHeat|gmean_ThermalConductivity|mean_atomic_radius|range_atomic_mass|wtd_entropy_Density|std_ElectronAffinity|wtd_entropy_Valence|entropy_ElectronAffinity|entropy_atomic_radius|wtd_gmean_ElectronAffinity|mean_ElectronAffinity|wtd_gmean_Density|wtd_std_Density|wtd_entropy_fie,range_ThermalConductivity|wtd_gmean_ThermalConductivity|gmean_ElectronAffinity|std_Density|range_atomic_radius|std_atomic_mass|wtd_gmean_Valence|wtd_std_ElectronAffinity|gmean_Density|wtd_mean_ThermalConductivity|wtd_entropy_ThermalConductivity|mean_Density|wtd_std_Valence|wtd_mean_Valence|entropy_Density|wtd_std_ThermalConductivity|std_atomic_radius|wtd_range_Valence|entropy_ThermalConductivity|wtd_range_ElectronAffinity|wtd_range_atomic_mass|range_ElectronAffinity|range_Density|wtd_std_atomic_mass|range_fie|wtd_range_fie|wtd_entropy_FusionHeat|gmean_ThermalConductivity|mean_atomic_radius|range_atomic_mass|wtd_entropy_Density|std_ElectronAffinity|wtd_entropy_Valence|entropy_ElectronAffinity|entropy_atomic_radius|wtd_gmean_ElectronAffinity|mean_ElectronAffinity|wtd_gmean_Density|wtd_std_Density|wtd_entropy_fie
