dataset,model,strategy,k_pct,fold,repeat_seed,rmse,mae,mape,mse,selection_time_s,train_time_s,predict_time_s,total_time_s
Allstate,xgboost,native_fi,0.25,9,42,1924.4716358256776,1204.9553400357331,0.6107126737784485,3703591.0770975593,1.4429970178753138e-06,8.532913906994509,0.1539083959942218,8.686823745985748
Allstate,xgboost,native_fi,0.5,9,42,1904.606300091849,1185.6228926324736,0.5949734151649924,3627525.158349563,2.0239967852830887e-06,8.934072079020552,0.24873099898104556,9.182805101998383
Allstate,xgboost,baseline,1.0,9,42,1905.498998717532,1187.1397363340889,0.5957352860271715,3630926.434113517,3.827008185908198e-06,10.007096885994542,0.5713912030041683,10.578491916006897
Allstate,xgboost,hybrid_fi_custom_shap_rfe,0.05,5,42,2189.1954427814276,1380.3434093102624,0.7344862686482218,4792576.68669497,118.82210222299909,5.151644928992027,0.029267540987348184,124.00301469297847
Allstate,xgboost,hybrid_fi_custom_shap_rfe,0.1,5,42,1976.3717719557408,1296.4888584779337,0.7023425246860849,3906045.380983474,124.95288915600395,7.779448947985657,0.08151099499082193,132.81384909898043
Allstate,xgboost,hybrid_fi_custom_shap_rfe,0.15,5,42,1881.7579453922338,1208.9484065750887,0.6326602217868981,3541012.9650468007,126.74072652601171,8.464713849010877,0.09138153400272131,135.2968219090253
Allstate,xgboost,hybrid_fi_custom_shap_rfe,0.25,5,42,1881.165392604804,1209.205362906379,0.6318519875579405,3538783.2343339864,137.3414485930116,5.7088133380166255,0.061599349981406704,143.11186128100962
Allstate,xgboost,hybrid_fi_custom_shap_rfe,0.5,5,42,1864.80423957996,1191.5038235432148,0.6184768266173727,3477494.8519553933,177.53666696100845,7.429289523977786,0.3063161210156977,185.27227260600193
Allstate,xgboost,custom_shap_rfe,0.05,8,42,2273.657701895418,1408.5617800001016,0.7272778537237609,5169519.345388354,2.5999004719778895e-05,7.786912441981258,0.05105880199698731,7.837997242982965
Allstate,xgboost,custom_shap_rfe,0.1,8,42,2053.3101789161783,1302.786807421844,0.6730611383780699,4216082.690840787,1.0059011401608586e-05,7.66506298299646,0.0648540919937659,7.729927134001628
Allstate,xgboost,custom_shap_rfe,0.15,8,42,1897.942631446719,1202.9830085265646,0.6135291711439737,3602186.232262896,1.0379997547715902e-05,8.598768785013817,0.08178637898527086,8.680565543996636
Allstate,xgboost,custom_shap_rfe,0.25,8,42,1880.535613404695,1194.628111042551,0.6080431155673713,3536414.1932833726,2.4506007321178913e-05,8.49115648100269,0.1347074089862872,8.625888395996299
Allstate,xgboost,custom_shap_rfe,0.5,8,42,1877.0256222783973,1187.368812628708,0.6036845553264456,3523225.1866896045,1.0027986718341708e-05,9.130101751012262,0.2399734719947446,9.370085250993725
Allstate,xgboost,hybrid_fi_custom_shap_rfe,0.05,6,42,2255.6075787994964,1404.4819888746445,0.7095415315232391,5087765.549537727,118.89987950699287,4.883030873024836,0.027912805002415553,123.81082318502013
Allstate,xgboost,hybrid_fi_custom_shap_rfe,0.1,6,42,2010.4574333236592,1309.5550273019535,0.6756030393800708,4041939.091206356,132.86081317899516,6.857171366980765,0.043634994013700634,139.76161953998962
Allstate,xgboost,hybrid_fi_custom_shap_rfe,0.15,6,42,1927.5216981719407,1226.2341534514578,0.605872148948284,3715339.896923642,124.61948876501992,8.173100682994118,0.08648183400509879,132.87907128201914
Allstate,xgboost,hybrid_fi_custom_shap_rfe,0.25,6,42,1937.741310784219,1231.0768396942474,0.6120755758269841,3754841.3875197433,147.11107795100543,7.920040355995297,0.1542534100008197,155.18537171700154
Allstate,xgboost,hybrid_fi_custom_shap_rfe,0.5,6,42,1908.3066161826612,1209.3129434639698,0.5955304361266747,3641634.141366518,180.1760558829992,9.41879934197641,0.3090606640034821,189.9039158889791
Allstate,xgboost,native_fi,0.05,10,42,2263.4265062718728,1428.1939644312092,0.7846338672656693,5123099.5492940955,1.2619711924344301e-06,7.514868238999043,0.039836532989284024,7.554706033959519
Allstate,xgboost,native_fi,0.1,10,42,2044.0103407756733,1343.6553280375651,0.7384252870095644,4177978.273197884,1.1820229701697826e-06,7.898420439014444,0.0957466910185758,7.99416831205599
Allstate,xgboost,native_fi,0.15,10,42,1970.1110545898853,1250.749719256821,0.6458348746428002,3881337.5674172696,1.3230019249022007e-06,7.860575626022182,0.09231339598773047,7.952890345011838
Allstate,xgboost,native_fi,0.25,10,42,1978.8796175063926,1211.4014981750195,0.6168021691789937,3915964.5405822466,1.1920055840164423e-06,8.156308100995375,0.15092145898961462,8.307230751990573
Allstate,xgboost,native_fi,0.5,10,42,1952.7727977915542,1192.0946816246005,0.6011244501573608,3813321.5997946546,1.4830147847533226e-06,8.813579765002942,0.26258561899885535,9.076166867016582
Allstate,xgboost,baseline,1.0,10,42,1936.0250433453245,1189.5080113288197,0.6002617359761954,3748192.968460266,2.173997927457094e-06,10.412224131985568,0.4152572660241276,10.827483572007623
Allstate,xgboost,custom_shap_rfe,0.05,9,42,2249.148372774806,1401.2569354801324,0.706836724842537,5058668.402755558,2.425600541755557e-05,8.417948485002853,0.03843506597331725,8.456407806981588
Allstate,xgboost,custom_shap_rfe,0.1,9,42,2083.196645255467,1303.342216250278,0.6570715034106777,4339708.262803633,1.660201814956963e-05,8.54749257201911,0.07948124501854181,8.6269904190558
Allstate,xgboost,custom_shap_rfe,0.15,9,42,1922.5508835152696,1201.060014478598,0.6052502648357234,3696201.899705344,1.0679999832063913e-05,8.432683347986313,0.0983524449984543,8.531046472984599
Allstate,xgboost,custom_shap_rfe,0.25,9,42,1928.5377800369479,1194.6272647091646,0.598708067829753,3719257.969029839,1.082001836039126e-05,8.804471398994792,0.1450085309916176,8.94949075000477
Allstate,xgboost,custom_shap_rfe,0.5,9,42,1898.6523901155354,1186.237916900552,0.5960121902384703,3604880.898491435,1.2993987184017897e-05,9.35777613898972,0.3317668110248633,9.689555944001768
Allstate,xgboost,hybrid_fi_custom_shap_rfe,0.05,7,42,2312.162845012997,1393.3961178521452,0.7126719181233537,5346097.021858596,125.01345925900387,7.0179690530058,0.03826196599402465,132.0696902780037
Allstate,xgboost,hybrid_fi_custom_shap_rfe,0.1,7,42,2081.868180362521,1279.5871711823004,0.6468975246881773,4334175.120405954,125.51022804400418,8.299167586985277,0.06178669599466957,133.87118232698413
Allstate,xgboost,hybrid_fi_custom_shap_rfe,0.15,7,42,2015.4022501174977,1227.2927411269818,0.6053407859116379,4061846.229778673,129.51283411102486,7.7549221710069105,0.08779204200254753,137.35554832403432
