dataset,model,strategy,k_pct,fold,repeat_seed,selected_features
Superconductor,ridge,mi,0.25,10,42,std_fie|gmean_Density|entropy_atomic_mass|std_ThermalConductivity|entropy_atomic_radius|range_ElectronAffinity|range_fie|entropy_Density|entropy_ElectronAffinity|entropy_FusionHeat|std_ElectronAffinity|wtd_gmean_Valence|range_Density|wtd_mean_Valence|mean_ThermalConductivity|gmean_FusionHeat|std_atomic_radius|wtd_gmean_Density|entropy_Valence|gmean_ThermalConductivity
Superconductor,ridge,mi,0.5,10,42,std_fie|gmean_Density|entropy_atomic_mass|std_ThermalConductivity|entropy_atomic_radius|range_ElectronAffinity|range_fie|entropy_Density|entropy_ElectronAffinity|entropy_FusionHeat|std_ElectronAffinity|wtd_gmean_Valence|range_Density|wtd_mean_Valence|mean_ThermalConductivity|gmean_FusionHeat|std_atomic_radius|wtd_gmean_Density|entropy_Valence|gmean_ThermalConductivity|gmean_ElectronAffinity|entropy_fie|range_atomic_mass|mean_FusionHeat|gmean_atomic_mass|range_atomic_radius|range_FusionHeat|mean_ElectronAffinity|wtd_std_ThermalConductivity|wtd_gmean_FusionHeat|mean_Density|std_Density|wtd_gmean_atomic_radius|std_atomic_mass|gmean_Valence|gmean_atomic_radius|std_FusionHeat|wtd_mean_FusionHeat|wtd_std_fie|mean_atomic_mass
Superconductor,ridge,mi,0.75,10,42,std_fie|gmean_Density|entropy_atomic_mass|std_ThermalConductivity|entropy_atomic_radius|range_ElectronAffinity|range_fie|entropy_Density|entropy_ElectronAffinity|entropy_FusionHeat|std_ElectronAffinity|wtd_gmean_Valence|range_Density|wtd_mean_Valence|mean_ThermalConductivity|gmean_FusionHeat|std_atomic_radius|wtd_gmean_Density|entropy_Valence|gmean_ThermalConductivity|gmean_ElectronAffinity|entropy_fie|range_atomic_mass|mean_FusionHeat|gmean_atomic_mass|range_atomic_radius|range_FusionHeat|mean_ElectronAffinity|wtd_std_ThermalConductivity|wtd_gmean_FusionHeat|mean_Density|std_Density|wtd_gmean_atomic_radius|std_atomic_mass|gmean_Valence|gmean_atomic_radius|std_FusionHeat|wtd_mean_FusionHeat|wtd_std_fie|mean_atomic_mass|mean_fie|range_ThermalConductivity|entropy_ThermalConductivity|wtd_std_FusionHeat|wtd_gmean_ThermalConductivity|wtd_range_FusionHeat|wtd_mean_fie|gmean_fie|wtd_std_atomic_radius|wtd_std_ElectronAffinity|wtd_range_ThermalConductivity|wtd_mean_atomic_radius|mean_atomic_radius|wtd_range_ElectronAffinity|wtd_gmean_atomic_mass|wtd_mean_ThermalConductivity|wtd_gmean_fie|wtd_std_Density|wtd_entropy_atomic_mass|wtd_entropy_Valence|wtd_mean_Density
Superconductor,ridge,mi,1.0,10,42,number_of_elements|mean_atomic_mass|wtd_mean_atomic_mass|gmean_atomic_mass|wtd_gmean_atomic_mass|entropy_atomic_mass|wtd_entropy_atomic_mass|range_atomic_mass|wtd_range_atomic_mass|std_atomic_mass|wtd_std_atomic_mass|mean_fie|wtd_mean_fie|gmean_fie|wtd_gmean_fie|entropy_fie|wtd_entropy_fie|range_fie|wtd_range_fie|std_fie|wtd_std_fie|mean_atomic_radius|wtd_mean_atomic_radius|gmean_atomic_radius|wtd_gmean_atomic_radius|entropy_atomic_radius|wtd_entropy_atomic_radius|range_atomic_radius|wtd_range_atomic_radius|std_atomic_radius|wtd_std_atomic_radius|mean_Density|wtd_mean_Density|gmean_Density|wtd_gmean_Density|entropy_Density|wtd_entropy_Density|range_Density|wtd_range_Density|std_Density|wtd_std_Density|mean_ElectronAffinity|wtd_mean_ElectronAffinity|gmean_ElectronAffinity|wtd_gmean_ElectronAffinity|entropy_ElectronAffinity|wtd_entropy_ElectronAffinity|range_ElectronAffinity|wtd_range_ElectronAffinity|std_ElectronAffinity|wtd_std_ElectronAffinity|mean_FusionHeat|wtd_mean_FusionHeat|gmean_FusionHeat|wtd_gmean_FusionHeat|entropy_FusionHeat|wtd_entropy_FusionHeat|range_FusionHeat|wtd_range_FusionHeat|std_FusionHeat|wtd_std_FusionHeat|mean_ThermalConductivity|wtd_mean_ThermalConductivity|gmean_ThermalConductivity|wtd_gmean_ThermalConductivity|entropy_ThermalConductivity|wtd_entropy_ThermalConductivity|range_ThermalConductivity|wtd_range_ThermalConductivity|std_ThermalConductivity|wtd_std_ThermalConductivity|mean_Valence|wtd_mean_Valence|gmean_Valence|wtd_gmean_Valence|entropy_Valence|wtd_entropy_Valence|range_Valence|wtd_range_Valence|std_Valence|wtd_std_Valence
Superconductor,ridge,rfe,0.25,10,42,wtd_gmean_atomic_radius|wtd_mean_atomic_radius|range_fie|std_fie|wtd_mean_atomic_mass|wtd_gmean_atomic_mass|gmean_atomic_mass|mean_atomic_mass|range_ElectronAffinity|std_ElectronAffinity|wtd_gmean_ElectronAffinity|wtd_mean_ElectronAffinity|wtd_std_ElectronAffinity|wtd_mean_ThermalConductivity|wtd_gmean_ThermalConductivity|range_ThermalConductivity|std_ThermalConductivity|range_atomic_radius|std_atomic_radius|entropy_atomic_mass
Superconductor,ridge,rfe,0.5,10,42,wtd_gmean_atomic_radius|wtd_mean_atomic_radius|range_fie|std_fie|wtd_mean_atomic_mass|wtd_gmean_atomic_mass|gmean_atomic_mass|mean_atomic_mass|range_ElectronAffinity|std_ElectronAffinity|wtd_gmean_ElectronAffinity|wtd_mean_ElectronAffinity|wtd_std_ElectronAffinity|wtd_mean_ThermalConductivity|wtd_gmean_ThermalConductivity|range_ThermalConductivity|std_ThermalConductivity|range_atomic_radius|std_atomic_radius|entropy_atomic_mass|entropy_atomic_radius|wtd_gmean_FusionHeat|wtd_mean_FusionHeat|mean_Density|wtd_gmean_Density|wtd_range_ThermalConductivity|wtd_std_fie|range_atomic_mass|std_atomic_mass|wtd_entropy_atomic_radius|wtd_entropy_Valence|gmean_atomic_radius|gmean_FusionHeat|mean_FusionHeat|wtd_std_Valence|entropy_Valence|entropy_fie|gmean_Valence|wtd_gmean_Valence|range_FusionHeat
Superconductor,ridge,rfe,0.75,10,42,wtd_gmean_atomic_radius|wtd_mean_atomic_radius|range_fie|std_fie|wtd_mean_atomic_mass|wtd_gmean_atomic_mass|gmean_atomic_mass|mean_atomic_mass|range_ElectronAffinity|std_ElectronAffinity|wtd_gmean_ElectronAffinity|wtd_mean_ElectronAffinity|wtd_std_ElectronAffinity|wtd_mean_ThermalConductivity|wtd_gmean_ThermalConductivity|range_ThermalConductivity|std_ThermalConductivity|range_atomic_radius|std_atomic_radius|entropy_atomic_mass|entropy_atomic_radius|wtd_gmean_FusionHeat|wtd_mean_FusionHeat|mean_Density|wtd_gmean_Density|wtd_range_ThermalConductivity|wtd_std_fie|range_atomic_mass|std_atomic_mass|wtd_entropy_atomic_radius|wtd_entropy_Valence|gmean_atomic_radius|gmean_FusionHeat|mean_FusionHeat|wtd_std_Valence|entropy_Valence|entropy_fie|gmean_Valence|wtd_gmean_Valence|range_FusionHeat|range_Valence|wtd_entropy_fie|std_Density|range_Density|wtd_range_FusionHeat|wtd_entropy_FusionHeat|entropy_FusionHeat|mean_ThermalConductivity|wtd_mean_Valence|entropy_ThermalConductivity|wtd_std_FusionHeat|wtd_entropy_Density|mean_Valence|number_of_elements|mean_fie|gmean_fie|entropy_Density|wtd_entropy_ElectronAffinity|gmean_ElectronAffinity|mean_ElectronAffinity|wtd_range_ElectronAffinity
Superconductor,ridge,rfe,1.0,10,42,number_of_elements|mean_atomic_mass|wtd_mean_atomic_mass|gmean_atomic_mass|wtd_gmean_atomic_mass|entropy_atomic_mass|wtd_entropy_atomic_mass|range_atomic_mass|wtd_range_atomic_mass|std_atomic_mass|wtd_std_atomic_mass|mean_fie|wtd_mean_fie|gmean_fie|wtd_gmean_fie|entropy_fie|wtd_entropy_fie|range_fie|wtd_range_fie|std_fie|wtd_std_fie|mean_atomic_radius|wtd_mean_atomic_radius|gmean_atomic_radius|wtd_gmean_atomic_radius|entropy_atomic_radius|wtd_entropy_atomic_radius|range_atomic_radius|wtd_range_atomic_radius|std_atomic_radius|wtd_std_atomic_radius|mean_Density|wtd_mean_Density|gmean_Density|wtd_gmean_Density|entropy_Density|wtd_entropy_Density|range_Density|wtd_range_Density|std_Density|wtd_std_Density|mean_ElectronAffinity|wtd_mean_ElectronAffinity|gmean_ElectronAffinity|wtd_gmean_ElectronAffinity|entropy_ElectronAffinity|wtd_entropy_ElectronAffinity|range_ElectronAffinity|wtd_range_ElectronAffinity|std_ElectronAffinity|wtd_std_ElectronAffinity|mean_FusionHeat|wtd_mean_FusionHeat|gmean_FusionHeat|wtd_gmean_FusionHeat|entropy_FusionHeat|wtd_entropy_FusionHeat|range_FusionHeat|wtd_range_FusionHeat|std_FusionHeat|wtd_std_FusionHeat|mean_ThermalConductivity|wtd_mean_ThermalConductivity|gmean_ThermalConductivity|wtd_gmean_ThermalConductivity|entropy_ThermalConductivity|wtd_entropy_ThermalConductivity|range_ThermalConductivity|wtd_range_ThermalConductivity|std_ThermalConductivity|wtd_std_ThermalConductivity|mean_Valence|wtd_mean_Valence|gmean_Valence|wtd_gmean_Valence|entropy_Valence|wtd_entropy_Valence|range_Valence|wtd_range_Valence|std_Valence|wtd_std_Valence
Superconductor,ridge,tree,0.25,10,42,range_ThermalConductivity|wtd_std_ThermalConductivity|std_ThermalConductivity|range_atomic_radius|wtd_mean_Valence|wtd_entropy_atomic_mass|wtd_entropy_Valence|wtd_gmean_Valence|range_fie|wtd_gmean_ElectronAffinity|wtd_mean_ThermalConductivity|wtd_entropy_atomic_radius|std_atomic_mass|wtd_std_Valence|wtd_entropy_ThermalConductivity|wtd_entropy_fie|wtd_std_ElectronAffinity|range_atomic_mass|wtd_std_fie|gmean_Density
Superconductor,ridge,tree,0.5,10,42,range_ThermalConductivity|wtd_std_ThermalConductivity|std_ThermalConductivity|range_atomic_radius|wtd_mean_Valence|wtd_entropy_atomic_mass|wtd_entropy_Valence|wtd_gmean_Valence|range_fie|wtd_gmean_ElectronAffinity|wtd_mean_ThermalConductivity|wtd_entropy_atomic_radius|std_atomic_mass|wtd_std_Valence|wtd_entropy_ThermalConductivity|wtd_entropy_fie|wtd_std_ElectronAffinity|range_atomic_mass|wtd_std_fie|gmean_Density|gmean_ElectronAffinity|wtd_range_fie|wtd_range_Valence|wtd_range_ThermalConductivity|wtd_entropy_FusionHeat|gmean_Valence|std_Density|wtd_entropy_Density|wtd_std_atomic_radius|wtd_range_ElectronAffinity|entropy_ThermalConductivity|wtd_mean_ElectronAffinity|wtd_std_atomic_mass|wtd_mean_atomic_mass|mean_ThermalConductivity|wtd_gmean_ThermalConductivity|std_ElectronAffinity|range_ElectronAffinity|std_atomic_radius|wtd_range_atomic_mass
Superconductor,ridge,tree,0.75,10,42,range_ThermalConductivity|wtd_std_ThermalConductivity|std_ThermalConductivity|range_atomic_radius|wtd_mean_Valence|wtd_entropy_atomic_mass|wtd_entropy_Valence|wtd_gmean_Valence|range_fie|wtd_gmean_ElectronAffinity|wtd_mean_ThermalConductivity|wtd_entropy_atomic_radius|std_atomic_mass|wtd_std_Valence|wtd_entropy_ThermalConductivity|wtd_entropy_fie|wtd_std_ElectronAffinity|range_atomic_mass|wtd_std_fie|gmean_Density|gmean_ElectronAffinity|wtd_range_fie|wtd_range_Valence|wtd_range_ThermalConductivity|wtd_entropy_FusionHeat|gmean_Valence|std_Density|wtd_entropy_Density|wtd_std_atomic_radius|wtd_range_ElectronAffinity|entropy_ThermalConductivity|wtd_mean_ElectronAffinity|wtd_std_atomic_mass|wtd_mean_atomic_mass|mean_ThermalConductivity|wtd_gmean_ThermalConductivity|std_ElectronAffinity|range_ElectronAffinity|std_atomic_radius|wtd_range_atomic_mass|wtd_range_atomic_radius|wtd_mean_atomic_radius|wtd_gmean_FusionHeat|entropy_Density|wtd_mean_FusionHeat|wtd_gmean_atomic_radius|mean_Density|wtd_gmean_atomic_mass|wtd_std_Density|range_Density|wtd_gmean_Density|wtd_entropy_ElectronAffinity|wtd_mean_fie|wtd_range_FusionHeat|mean_Valence|wtd_range_Density|wtd_mean_Density|number_of_elements|mean_atomic_mass|entropy_FusionHeat|entropy_ElectronAffinity
Superconductor,ridge,tree,1.0,10,42,number_of_elements|mean_atomic_mass|wtd_mean_atomic_mass|gmean_atomic_mass|wtd_gmean_atomic_mass|entropy_atomic_mass|wtd_entropy_atomic_mass|range_atomic_mass|wtd_range_atomic_mass|std_atomic_mass|wtd_std_atomic_mass|mean_fie|wtd_mean_fie|gmean_fie|wtd_gmean_fie|entropy_fie|wtd_entropy_fie|range_fie|wtd_range_fie|std_fie|wtd_std_fie|mean_atomic_radius|wtd_mean_atomic_radius|gmean_atomic_radius|wtd_gmean_atomic_radius|entropy_atomic_radius|wtd_entropy_atomic_radius|range_atomic_radius|wtd_range_atomic_radius|std_atomic_radius|wtd_std_atomic_radius|mean_Density|wtd_mean_Density|gmean_Density|wtd_gmean_Density|entropy_Density|wtd_entropy_Density|range_Density|wtd_range_Density|std_Density|wtd_std_Density|mean_ElectronAffinity|wtd_mean_ElectronAffinity|gmean_ElectronAffinity|wtd_gmean_ElectronAffinity|entropy_ElectronAffinity|wtd_entropy_ElectronAffinity|range_ElectronAffinity|wtd_range_ElectronAffinity|std_ElectronAffinity|wtd_std_ElectronAffinity|mean_FusionHeat|wtd_mean_FusionHeat|gmean_FusionHeat|wtd_gmean_FusionHeat|entropy_FusionHeat|wtd_entropy_FusionHeat|range_FusionHeat|wtd_range_FusionHeat|std_FusionHeat|wtd_std_FusionHeat|mean_ThermalConductivity|wtd_mean_ThermalConductivity|gmean_ThermalConductivity|wtd_gmean_ThermalConductivity|entropy_ThermalConductivity|wtd_entropy_ThermalConductivity|range_ThermalConductivity|wtd_range_ThermalConductivity|std_ThermalConductivity|wtd_std_ThermalConductivity|mean_Valence|wtd_mean_Valence|gmean_Valence|wtd_gmean_Valence|entropy_Valence|wtd_entropy_Valence|range_Valence|wtd_range_Valence|std_Valence|wtd_std_Valence
Superconductor,ridge,shap,0.25,10,42,range_fie|wtd_mean_atomic_radius|range_ThermalConductivity|std_fie|wtd_gmean_atomic_radius|std_ThermalConductivity|wtd_mean_ThermalConductivity|entropy_Valence|std_ElectronAffinity|wtd_mean_FusionHeat|range_ElectronAffinity|wtd_gmean_ElectronAffinity|wtd_mean_ElectronAffinity|std_atomic_radius|range_atomic_radius|wtd_gmean_FusionHeat|range_atomic_mass|mean_FusionHeat|wtd_gmean_ThermalConductivity|wtd_gmean_Density
Superconductor,ridge,shap,0.5,10,42,range_fie|wtd_mean_atomic_radius|range_ThermalConductivity|std_fie|wtd_gmean_atomic_radius|std_ThermalConductivity|wtd_mean_ThermalConductivity|entropy_Valence|std_ElectronAffinity|wtd_mean_FusionHeat|range_ElectronAffinity|wtd_gmean_ElectronAffinity|wtd_mean_ElectronAffinity|std_atomic_radius|range_atomic_radius|wtd_gmean_FusionHeat|range_atomic_mass|mean_FusionHeat|wtd_gmean_ThermalConductivity|wtd_gmean_Density|wtd_entropy_Valence|wtd_range_ThermalConductivity|wtd_mean_fie|wtd_entropy_fie|gmean_atomic_radius|wtd_entropy_FusionHeat|wtd_entropy_atomic_mass|wtd_std_ElectronAffinity|gmean_FusionHeat|wtd_gmean_Valence|mean_atomic_mass|wtd_std_atomic_mass|wtd_std_Valence|wtd_range_FusionHeat|range_Valence|number_of_elements|entropy_atomic_mass|range_Density|mean_Density|entropy_FusionHeat
Superconductor,ridge,shap,0.75,10,42,range_fie|wtd_mean_atomic_radius|range_ThermalConductivity|std_fie|wtd_gmean_atomic_radius|std_ThermalConductivity|wtd_mean_ThermalConductivity|entropy_Valence|std_ElectronAffinity|wtd_mean_FusionHeat|range_ElectronAffinity|wtd_gmean_ElectronAffinity|wtd_mean_ElectronAffinity|std_atomic_radius|range_atomic_radius|wtd_gmean_FusionHeat|range_atomic_mass|mean_FusionHeat|wtd_gmean_ThermalConductivity|wtd_gmean_Density|wtd_entropy_Valence|wtd_range_ThermalConductivity|wtd_mean_fie|wtd_entropy_fie|gmean_atomic_radius|wtd_entropy_FusionHeat|wtd_entropy_atomic_mass|wtd_std_ElectronAffinity|gmean_FusionHeat|wtd_gmean_Valence|mean_atomic_mass|wtd_std_atomic_mass|wtd_std_Valence|wtd_range_FusionHeat|range_Valence|number_of_elements|entropy_atomic_mass|range_Density|mean_Density|entropy_FusionHeat|entropy_Density|entropy_fie|wtd_entropy_Density|mean_atomic_radius|mean_fie|std_Density|range_FusionHeat|gmean_fie|wtd_entropy_ElectronAffinity|std_FusionHeat|gmean_atomic_mass|gmean_ElectronAffinity|wtd_range_ElectronAffinity|wtd_range_atomic_radius|wtd_mean_Density|wtd_std_atomic_radius|wtd_std_FusionHeat|gmean_ThermalConductivity|wtd_entropy_atomic_radius|wtd_range_Valence|wtd_gmean_fie
Superconductor,ridge,shap,1.0,10,42,number_of_elements|mean_atomic_mass|wtd_mean_atomic_mass|gmean_atomic_mass|wtd_gmean_atomic_mass|entropy_atomic_mass|wtd_entropy_atomic_mass|range_atomic_mass|wtd_range_atomic_mass|std_atomic_mass|wtd_std_atomic_mass|mean_fie|wtd_mean_fie|gmean_fie|wtd_gmean_fie|entropy_fie|wtd_entropy_fie|range_fie|wtd_range_fie|std_fie|wtd_std_fie|mean_atomic_radius|wtd_mean_atomic_radius|gmean_atomic_radius|wtd_gmean_atomic_radius|entropy_atomic_radius|wtd_entropy_atomic_radius|range_atomic_radius|wtd_range_atomic_radius|std_atomic_radius|wtd_std_atomic_radius|mean_Density|wtd_mean_Density|gmean_Density|wtd_gmean_Density|entropy_Density|wtd_entropy_Density|range_Density|wtd_range_Density|std_Density|wtd_std_Density|mean_ElectronAffinity|wtd_mean_ElectronAffinity|gmean_ElectronAffinity|wtd_gmean_ElectronAffinity|entropy_ElectronAffinity|wtd_entropy_ElectronAffinity|range_ElectronAffinity|wtd_range_ElectronAffinity|std_ElectronAffinity|wtd_std_ElectronAffinity|mean_FusionHeat|wtd_mean_FusionHeat|gmean_FusionHeat|wtd_gmean_FusionHeat|entropy_FusionHeat|wtd_entropy_FusionHeat|range_FusionHeat|wtd_range_FusionHeat|std_FusionHeat|wtd_std_FusionHeat|mean_ThermalConductivity|wtd_mean_ThermalConductivity|gmean_ThermalConductivity|wtd_gmean_ThermalConductivity|entropy_ThermalConductivity|wtd_entropy_ThermalConductivity|range_ThermalConductivity|wtd_range_ThermalConductivity|std_ThermalConductivity|wtd_std_ThermalConductivity|mean_Valence|wtd_mean_Valence|gmean_Valence|wtd_gmean_Valence|entropy_Valence|wtd_entropy_Valence|range_Valence|wtd_range_Valence|std_Valence|wtd_std_Valence
Communities and Crime,xgboost,mi,0.25,1,42,49|55|48|54|8|51|50|33|32|45|73|20|46|22|72|7|43|82|24|78|74|34|17|76|37
Communities and Crime,xgboost,mi,0.75,1,42,49|55|48|54|8|51|50|33|32|45|73|20|46|22|72|7|43|82|24|78|74|34|17|76|37|10|15|35|27|91|13|67|79|95|25|60|77|94|68|5|66|41|125|42|30|83|36|44|28|12|88|56|89|119|75|29|38|59|90|62|65|98|16|96|99|58|57|87|6|70|61|26|64|14|63
Communities and Crime,xgboost,rfe,0.25,1,42,49|63|62|85|84|55|90|87|43|7|73|76|78|72|71|69|17|24|96|66|47|12|44|18|38
Communities and Crime,xgboost,rfe,0.75,1,42,49|63|62|85|84|55|90|87|43|7|73|76|78|72|71|69|17|24|96|66|47|12|44|18|38|53|26|20|46|42|33|11|25|13|95|56|68|93|89|54|94|50|16|10|64|23|70|34|35|19|61|57|59|79|80|77|99|41|39|14|30|52|86|8|120|74|92|45|32|15|27|48|82|91|75
Communities and Crime,xgboost,tree,0.25,1,42,55|49|8|48|7|50|51|73|54|45|46|95|29|43|16|10|76|20|33|79|120|74|77|22|97
Communities and Crime,xgboost,tree,0.75,1,42,55|49|8|48|7|50|51|73|54|45|46|95|29|43|16|10|76|20|33|79|120|74|77|22|97|81|30|31|67|83|94|92|53|52|91|93|39|32|64|19|40|96|41|60|37|58|65|27|57|82|59|5|66|118|80|23|99|56|125|71|11|72|70|34|15|78|21|38|98|119|63|44|14|6|28
Communities and Crime,xgboost,shap,0.25,1,42,49|54|73|8|55|45|40|43|46|50|10|15|57|48|7|5|93|39|96|28|118|76|56|66|21
Communities and Crime,xgboost,shap,0.75,1,42,49|54|73|8|55|45|40|43|46|50|10|15|57|48|7|5|93|39|96|28|118|76|56|66|21|98|18|91|20|25|17|52|34|6|82|79|81|26|14|9|32|29|12|22|41|11|97|53|30|19|71|42|78|74|36|65|72|80|23|58|27|89|47|87|33|70|31|59|83|95|77|120|92|24|44
Communities and Crime,xgboost,mi,0.25,2,42,49|55|48|51|8|54|50|45|20|33|73|46|22|32|7|72|82|43|37|78|76|24|74|34|15
Communities and Crime,xgboost,mi,0.75,2,42,49|55|48|51|8|54|50|45|20|33|73|46|22|32|7|72|82|43|37|78|76|24|74|34|15|10|17|35|27|79|60|25|13|67|42|77|95|30|94|65|5|41|68|91|88|75|12|38|28|83|90|29|66|44|36|31|56|119|59|18|64|98|62|71|96|89|70|125|87|93|23|26|19|63|84
Communities and Crime,xgboost,rfe,0.25,2,42,49|85|84|15|5|76|7|25|26|73|72|78|55|71|69|66|96|90|87|43|62|63|64|18|24
Communities and Crime,xgboost,rfe,0.75,2,42,49|85|84|15|5|76|7|25|26|73|72|78|55|71|69|66|96|90|87|43|62|63|64|18|24|17|38|68|44|12|20|46|16|93|53|70|33|23|95|36|8|79|80|65|34|9|30|88|94|54|59|58|19|86|56|32|74|75|67|47|92|35|120|39|42|41|14|40|13|11|52|37|21|91|31
Communities and Crime,xgboost,tree,0.25,2,42,55|49|48|8|7|50|51|73|54|45|16|46|29|95|76|33|43|10|77|74|79|32|97|22|20
Communities and Crime,xgboost,tree,0.75,2,42,55|49|48|8|7|50|51|73|54|45|16|46|29|95|76|33|43|10|77|74|79|32|97|22|20|30|67|120|31|81|92|83|52|53|37|94|93|39|40|119|91|57|19|41|66|71|65|5|82|60|118|15|23|80|27|96|68|72|34|28|56|59|21|58|11|64|70|24|14|38|42|100|99|18|6
Communities and Crime,xgboost,shap,0.25,2,42,20|8|55|46|45|22|31|43|86|72|7|73|48|95|10|6|19|98|12|23|29|94|91|92|54
Communities and Crime,xgboost,shap,0.75,2,42,20|8|55|46|45|22|31|43|86|72|7|73|48|95|10|6|19|98|12|23|29|94|91|92|54|71|90|9|50|77|30|67|33|35|5|87|34|76|37|47|49|28|118|51|60|16|78|82|119|53|14|32|52|57|74|79|64|24|44|38|40|58|13|17|11|70|97|65|27|36|39|80|83|41|26
Communities and Crime,xgboost,mi,0.25,3,42,49|55|48|8|54|45|50|51|33|32|20|22|73|46|7|72|43|24|78|82|37|74|34|17|76
Communities and Crime,xgboost,mi,0.5,3,42,49|55|48|8|54|45|50|51|33|32|20|22|73|46|7|72|43|24|78|82|37|74|34|17|76|35|94|27|67|25|15|79|10|5|13|41|95|12|28|42|60|88|36|68|75|77|44|125|65|38
Communities and Crime,xgboost,mi,0.75,3,42,49|55|48|8|54|45|50|51|33|32|20|22|73|46|7|72|43|24|78|82|37|74|34|17|76|35|94|27|67|25|15|79|10|5|13|41|95|12|28|42|60|88|36|68|75|77|44|125|65|38|119|30|91|59|96|66|89|56|16|83|29|18|31|71|90|62|70|64|58|26|87|6|98|85|57
Communities and Crime,xgboost,mi,1.0,3,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,xgboost,rfe,0.25,3,42,49|45|46|43|15|5|85|84|7|73|90|87|63|62|76|55|78|72|71|69|70|17|24|16|20
Communities and Crime,xgboost,rfe,0.5,3,42,49|45|46|43|15|5|85|84|7|73|90|87|63|62|76|55|78|72|71|69|70|17|24|16|20|66|12|89|44|18|68|95|10|38|96|93|53|33|23|26|56|42|74|52|61|21|39|41|120|30
Communities and Crime,xgboost,rfe,0.75,3,42,49|45|46|43|15|5|85|84|7|73|90|87|63|62|76|55|78|72|71|69|70|17|24|16|20|66|12|89|44|18|68|95|10|38|96|93|53|33|23|26|56|42|74|52|61|21|39|41|120|30|50|79|80|34|8|47|99|77|19|31|125|75|64|92|32|54|94|91|35|36|28|40|118|27|81
Communities and Crime,xgboost,rfe,1.0,3,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,xgboost,tree,0.25,3,42,55|49|8|48|7|50|51|54|73|16|45|46|20|95|76|79|43|29|33|74|22|10|31|30|77
Communities and Crime,xgboost,tree,0.5,3,42,55|49|8|48|7|50|51|54|73|16|45|46|20|95|76|79|43|29|33|74|22|10|31|30|77|83|92|97|32|93|27|120|53|81|94|91|67|40|52|118|82|39|66|71|37|125|60|41|23|19
Communities and Crime,xgboost,tree,0.75,3,42,55|49|8|48|7|50|51|54|73|16|45|46|20|95|76|79|43|29|33|74|22|10|31|30|77|83|92|97|32|93|27|120|53|81|94|91|67|40|52|118|82|39|66|71|37|125|60|41|23|19|119|28|57|99|34|59|5|72|100|96|80|65|58|68|98|24|18|38|11|15|70|78|42|21|69
Communities and Crime,xgboost,tree,1.0,3,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,xgboost,shap,0.25,3,42,55|49|8|48|22|53|5|10|95|14|72|81|33|57|79|38|30|7|20|89|50|37|23|70|12
Communities and Crime,xgboost,shap,0.5,3,42,55|49|8|48|22|53|5|10|95|14|72|81|33|57|79|38|30|7|20|89|50|37|23|70|12|39|9|91|27|46|45|54|60|93|77|6|98|73|78|35|83|32|29|86|34|82|43|52|21|74
Communities and Crime,xgboost,shap,0.75,3,42,55|49|8|48|22|53|5|10|95|14|72|81|33|57|79|38|30|7|20|89|50|37|23|70|12|39|9|91|27|46|45|54|60|93|77|6|98|73|78|35|83|32|29|86|34|82|43|52|21|74|97|11|84|31|71|24|59|63|92|19|40|88|13|28|42|80|47|100|76|66|44|119|26|16|51
Communities and Crime,xgboost,shap,1.0,3,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,xgboost,mi,0.25,4,42,49|55|48|54|8|50|51|20|33|45|32|73|22|7|46|72|43|82|24|78|74|76|37|34|15
Communities and Crime,xgboost,mi,0.5,4,42,49|55|48|54|8|50|51|20|33|45|32|73|22|7|46|72|43|82|24|78|74|76|37|34|15|35|17|27|94|10|42|79|67|25|56|95|88|68|77|60|5|30|65|13|12|44|91|41|36|83
