dataset,model,strategy,k_pct,fold,repeat_seed,selected_features
Communities and Crime,xgboost,mi,0.75,4,42,49|55|48|54|8|50|51|20|33|45|32|73|22|7|46|72|43|82|24|78|74|76|37|34|15|35|17|27|94|10|42|79|67|25|56|95|88|68|77|60|5|30|65|13|12|44|91|41|36|83|62|75|59|119|64|125|98|26|38|29|18|87|31|66|89|58|63|6|71|70|16|28|61|84|96
Communities and Crime,xgboost,mi,1.0,4,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,xgboost,rfe,0.25,4,42,49|15|5|7|73|76|85|84|55|90|87|43|78|72|71|69|96|66|89|16|20|12|44|24|18
Communities and Crime,xgboost,rfe,0.5,4,42,49|15|5|7|73|76|85|84|55|90|87|43|78|72|71|69|96|66|89|16|20|12|44|24|18|38|46|17|10|95|63|64|68|93|53|26|42|33|70|23|54|79|80|94|11|52|88|61|32|39
Communities and Crime,xgboost,rfe,0.75,4,42,49|15|5|7|73|76|85|84|55|90|87|43|78|72|71|69|96|66|89|16|20|12|44|24|18|38|46|17|10|95|63|64|68|93|53|26|42|33|70|23|54|79|80|94|11|52|88|61|32|39|41|34|35|60|59|57|50|74|45|120|14|19|13|62|56|77|91|86|30|47|92|29|28|25|75
Communities and Crime,xgboost,rfe,1.0,4,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,xgboost,tree,0.25,4,42,55|49|8|48|7|50|51|16|54|45|73|95|76|29|46|10|33|79|74|20|43|77|67|31|81
Communities and Crime,xgboost,tree,0.5,4,42,55|49|8|48|7|50|51|16|54|45|73|95|76|29|46|10|33|79|74|20|43|77|67|31|81|22|32|120|53|83|97|30|91|92|93|39|94|15|27|71|40|60|118|72|52|41|82|119|23|57
Communities and Crime,xgboost,tree,0.75,4,42,55|49|8|48|7|50|51|16|54|45|73|95|76|29|46|10|33|79|74|20|43|77|67|31|81|22|32|120|53|83|97|30|91|92|93|39|94|15|27|71|40|60|118|72|52|41|82|119|23|57|100|5|98|80|65|21|19|96|37|59|58|42|24|69|28|99|34|68|66|13|78|56|63|18|11
Communities and Crime,xgboost,tree,1.0,4,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,xgboost,shap,0.25,4,42,55|8|49|79|19|64|22|20|21|95|7|27|30|73|58|78|48|76|40|91|46|6|120|98|11
Communities and Crime,xgboost,shap,0.5,4,42,55|8|49|79|19|64|22|20|21|95|7|27|30|73|58|78|48|76|40|91|46|6|120|98|11|37|92|34|18|5|93|82|60|97|43|38|63|28|23|9|53|119|77|29|81|10|74|17|35|84
Communities and Crime,xgboost,shap,0.75,4,42,55|8|49|79|19|64|22|20|21|95|7|27|30|73|58|78|48|76|40|91|46|6|120|98|11|37|92|34|18|5|93|82|60|97|43|38|63|28|23|9|53|119|77|29|81|10|74|17|35|84|87|96|13|125|39|72|80|68|100|45|52|24|59|71|57|41|33|14|15|67|31|65|26|50|12
Communities and Crime,xgboost,shap,1.0,4,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,xgboost,mi,0.25,5,42,49|55|48|54|51|8|50|32|20|73|45|33|22|46|43|82|7|24|72|74|78|37|34|76|17
Communities and Crime,xgboost,mi,0.5,5,42,49|55|48|54|51|8|50|32|20|73|45|33|22|46|43|82|7|24|72|74|78|37|34|76|17|15|35|25|10|27|67|5|79|94|41|95|13|42|36|12|65|60|91|56|125|75|77|30|88|38
Communities and Crime,xgboost,mi,0.75,5,42,49|55|48|54|51|8|50|32|20|73|45|33|22|46|43|82|7|24|72|74|78|37|34|76|17|15|35|25|10|27|67|5|79|94|41|95|13|42|36|12|65|60|91|56|125|75|77|30|88|38|68|59|66|44|26|62|64|29|89|63|87|83|71|28|119|90|31|58|98|61|70|84|93|21|96
Communities and Crime,xgboost,mi,1.0,5,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,xgboost,rfe,0.25,5,42,49|85|84|7|73|25|26|76|78|72|55|20|71|88|87|34|12|44|90|66|65|89|69|43|24
Communities and Crime,xgboost,rfe,0.5,5,42,49|85|84|7|73|25|26|76|78|72|55|20|71|88|87|34|12|44|90|66|65|89|69|43|24|17|33|68|18|70|16|15|5|23|46|93|38|53|95|96|56|86|32|54|19|10|31|94|11|74
Communities and Crime,xgboost,rfe,0.75,5,42,49|85|84|7|73|25|26|76|78|72|55|20|71|88|87|34|12|44|90|66|65|89|69|43|24|17|33|68|18|70|16|15|5|23|46|93|38|53|95|96|56|86|32|54|19|10|31|94|11|74|52|63|35|62|58|59|47|42|21|79|80|41|39|8|125|77|30|50|36|57|118|9|28|83|100
Communities and Crime,xgboost,rfe,1.0,5,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,xgboost,tree,0.25,5,42,55|49|8|48|7|50|51|16|54|45|73|20|46|29|76|10|33|43|95|120|74|79|22|31|125
Communities and Crime,xgboost,tree,0.5,5,42,55|49|8|48|7|50|51|16|54|45|73|20|46|29|76|10|33|43|95|120|74|79|22|31|125|32|81|97|30|93|67|27|77|91|83|15|118|53|19|41|39|92|94|82|119|52|40|42|65|5
Communities and Crime,xgboost,tree,0.75,5,42,55|49|8|48|7|50|51|16|54|45|73|20|46|29|76|10|33|43|95|120|74|79|22|31|125|32|81|97|30|93|67|27|77|91|83|15|118|53|19|41|39|92|94|82|119|52|40|42|65|5|57|66|59|70|72|21|100|37|23|24|44|60|56|14|80|13|78|28|71|96|98|11|58|34|18
Communities and Crime,xgboost,tree,1.0,5,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,xgboost,shap,0.25,5,42,55|54|51|22|119|80|91|45|8|10|78|120|62|17|52|46|125|76|98|92|6|29|7|49|12
Communities and Crime,xgboost,shap,0.5,5,42,55|54|51|22|119|80|91|45|8|10|78|120|62|17|52|46|125|76|98|92|6|29|7|49|12|20|118|43|32|93|68|42|14|47|72|81|74|66|5|65|100|13|19|56|33|79|39|99|53|50
Communities and Crime,xgboost,shap,0.75,5,42,55|54|51|22|119|80|91|45|8|10|78|120|62|17|52|46|125|76|98|92|6|29|7|49|12|20|118|43|32|93|68|42|14|47|72|81|74|66|5|65|100|13|19|56|33|79|39|99|53|50|48|96|87|41|77|84|71|9|34|40|28|31|82|24|97|64|59|61|11|63|36|57|95|23|18
Communities and Crime,xgboost,shap,1.0,5,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,xgboost,mi,0.25,6,42,49|55|48|54|8|50|51|33|45|32|73|22|46|7|20|43|78|72|24|82|74|37|34|76|17
Communities and Crime,xgboost,mi,0.5,6,42,49|55|48|54|8|50|51|33|45|32|73|22|46|7|20|43|78|72|24|82|74|37|34|76|17|27|75|15|94|35|10|67|79|13|25|56|41|44|42|12|5|95|30|31|77|28|91|60|59|36
Communities and Crime,xgboost,mi,0.75,6,42,49|55|48|54|8|50|51|33|45|32|73|22|46|7|20|43|78|72|24|82|74|37|34|76|17|27|75|15|94|35|10|67|79|13|25|56|41|44|42|12|5|95|30|31|77|28|91|60|59|36|29|62|38|66|65|83|88|71|68|58|90|125|61|87|98|89|64|26|119|70|16|85|18|99|6
Communities and Crime,xgboost,mi,1.0,6,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,xgboost,rfe,0.25,6,42,49|85|84|55|73|66|96|78|72|71|69|76|90|87|43|7|18|38|24|17|53|26|33|46|36
Communities and Crime,xgboost,rfe,0.5,6,42,49|85|84|55|73|66|96|78|72|71|69|76|90|87|43|7|18|38|24|17|53|26|33|46|36|67|44|12|20|93|15|95|70|88|89|62|63|16|21|34|23|10|54|32|68|56|94|61|57|60
Communities and Crime,xgboost,rfe,0.75,6,42,49|85|84|55|73|66|96|78|72|71|69|76|90|87|43|7|18|38|24|17|53|26|33|46|36|67|44|12|20|93|15|95|70|88|89|62|63|16|21|34|23|10|54|32|68|56|94|61|57|60|92|35|120|39|42|40|41|79|80|30|52|74|14|75|48|19|125|91|77|86|28|22|29|118|31
Communities and Crime,xgboost,rfe,1.0,6,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,xgboost,tree,0.25,6,42,55|49|48|8|50|7|51|73|45|54|95|46|16|29|43|20|10|76|22|33|79|30|74|31|120
Communities and Crime,xgboost,tree,0.5,6,42,55|49|48|8|50|7|51|73|45|54|95|46|16|29|43|20|10|76|22|33|79|30|74|31|120|97|81|93|92|83|67|39|91|77|53|32|52|94|118|125|27|99|60|66|40|72|57|80|98|71
Communities and Crime,xgboost,tree,0.75,6,42,55|49|48|8|50|7|51|73|45|54|95|46|16|29|43|20|10|76|22|33|79|30|74|31|120|97|81|93|92|83|67|39|91|77|53|32|52|94|118|125|27|99|60|66|40|72|57|80|98|71|41|59|65|19|58|9|56|96|38|34|119|15|68|70|28|23|37|100|11|5|42|18|78|14|82
Communities and Crime,xgboost,tree,1.0,6,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,xgboost,shap,0.25,6,42,49|55|19|8|54|45|92|95|22|65|20|118|7|28|37|5|25|80|60|96|18|78|12|57|91
Communities and Crime,xgboost,shap,0.5,6,42,49|55|19|8|54|45|92|95|22|65|20|118|7|28|37|5|25|80|60|96|18|78|12|57|91|23|59|35|89|79|32|76|14|58|31|51|43|120|74|67|48|47|11|83|97|86|98|50|6|40
Communities and Crime,xgboost,shap,0.75,6,42,49|55|19|8|54|45|92|95|22|65|20|118|7|28|37|5|25|80|60|96|18|78|12|57|91|23|59|35|89|79|32|76|14|58|31|51|43|120|74|67|48|47|11|83|97|86|98|50|6|40|30|71|36|10|9|27|41|100|17|39|87|42|34|125|38|53|70|77|82|16|29|52|26|85|44
Communities and Crime,xgboost,shap,1.0,6,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,xgboost,mi,0.25,7,42,49|55|48|8|54|50|51|32|33|22|45|73|46|20|7|72|43|82|24|78|74|37|34|17|10
Communities and Crime,xgboost,mi,0.5,7,42,49|55|48|8|54|50|51|32|33|22|45|73|46|20|7|72|43|82|24|78|74|37|34|17|10|76|35|27|5|25|13|67|94|15|125|75|60|41|42|12|65|79|95|68|119|83|28|30|59|91
Communities and Crime,xgboost,mi,0.75,7,42,49|55|48|8|54|50|51|32|33|22|45|73|46|20|7|72|43|82|24|78|74|37|34|17|10|76|35|27|5|25|13|67|94|15|125|75|60|41|42|12|65|79|95|68|119|83|28|30|59|91|88|64|29|36|38|89|44|56|62|87|77|96|16|71|90|63|66|98|70|58|99|40|120|31|14
Communities and Crime,xgboost,mi,1.0,7,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,xgboost,rfe,0.25,7,42,49|63|62|7|73|25|26|76|90|87|55|84|86|43|78|72|71|69|96|66|12|44|20|17|24
Communities and Crime,xgboost,rfe,0.5,7,42,49|63|62|7|73|25|26|76|90|87|55|84|86|43|78|72|71|69|96|66|12|44|20|17|24|18|38|46|93|53|10|89|68|95|15|16|42|33|70|5|23|11|13|21|34|35|32|54|65|74
Communities and Crime,xgboost,rfe,0.75,7,42,49|63|62|7|73|25|26|76|90|87|55|84|86|43|78|72|71|69|96|66|12|44|20|17|24|18|38|46|93|53|10|89|68|95|15|16|42|33|70|5|23|11|13|21|34|35|32|54|65|74|19|80|48|56|59|58|52|50|30|41|39|94|120|79|75|92|47|8|91|77|85|99|9|28|125
Communities and Crime,xgboost,rfe,1.0,7,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,xgboost,tree,0.25,7,42,55|49|8|48|7|50|51|73|16|54|45|29|10|46|20|74|95|76|43|22|97|33|30|120|79
Communities and Crime,xgboost,tree,0.5,7,42,55|49|8|48|7|50|51|73|16|54|45|29|10|46|20|74|95|76|43|22|97|33|30|120|79|31|53|81|52|67|32|93|83|77|64|39|96|27|82|92|91|65|66|37|119|60|41|71|19|40
Communities and Crime,xgboost,tree,0.75,7,42,55|49|8|48|7|50|51|73|16|54|45|29|10|46|20|74|95|76|43|22|97|33|30|120|79|31|53|81|52|67|32|93|83|77|64|39|96|27|82|92|91|65|66|37|119|60|41|71|19|40|59|23|118|18|80|11|57|100|28|5|98|72|99|125|38|94|15|56|58|70|14|13|68|34|78
Communities and Crime,xgboost,tree,1.0,7,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,xgboost,shap,0.25,7,42,49|8|20|43|45|48|35|57|55|79|10|7|51|72|118|95|81|40|70|31|36|71|5|39|53
Communities and Crime,xgboost,shap,0.5,7,42,49|8|20|43|45|48|35|57|55|79|10|7|51|72|118|95|81|40|70|31|36|71|5|39|53|22|91|74|44|60|66|37|83|13|26|87|119|9|56|67|19|82|76|120|68|34|32|42|73|14
Communities and Crime,xgboost,shap,0.75,7,42,49|8|20|43|45|48|35|57|55|79|10|7|51|72|118|95|81|40|70|31|36|71|5|39|53|22|91|74|44|60|66|37|83|13|26|87|119|9|56|67|19|82|76|120|68|34|32|42|73|14|52|23|21|30|93|6|41|80|54|29|27|47|18|15|11|25|99|33|85|97|38|12|69|28|100
Communities and Crime,xgboost,shap,1.0,7,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,xgboost,mi,0.25,8,42,49|55|48|8|54|50|32|20|51|45|73|33|22|46|72|43|7|82|24|34|78|17|74|37|27
Communities and Crime,xgboost,mi,0.5,8,42,49|55|48|8|54|50|32|20|51|45|73|33|22|46|72|43|7|82|24|34|78|17|74|37|27|76|15|35|10|13|5|67|79|95|25|42|94|12|77|75|36|41|30|60|28|59|56|91|83|71
Communities and Crime,xgboost,mi,0.75,8,42,49|55|48|8|54|50|32|20|51|45|73|33|22|46|72|43|7|82|24|34|78|17|74|37|27|76|15|35|10|13|5|67|79|95|25|42|94|12|77|75|36|41|30|60|28|59|56|91|83|71|68|44|88|65|66|62|90|70|29|64|38|26|125|31|98|119|6|58|87|84|96|16|61|18|89
Communities and Crime,xgboost,mi,1.0,8,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,xgboost,rfe,0.25,8,42,49|63|62|85|84|55|78|72|15|5|76|73|26|25|7|90|87|43|71|69|16|46|20|66|12
Communities and Crime,xgboost,rfe,0.5,8,42,49|63|62|85|84|55|78|72|15|5|76|73|26|25|7|90|87|43|71|69|16|46|20|66|12|44|68|18|38|24|17|65|93|53|36|33|89|70|95|48|56|11|94|21|23|34|74|10|54|80
Communities and Crime,xgboost,rfe,0.75,8,42,49|63|62|85|84|55|78|72|15|5|76|73|26|25|7|90|87|43|71|69|16|46|20|66|12|44|68|18|38|24|17|65|93|53|36|33|89|70|95|48|56|11|94|21|23|34|74|10|54|80|79|31|32|13|47|50|19|42|41|39|120|30|96|86|8|125|99|77|59|60|28|91|92|45|61
Communities and Crime,xgboost,rfe,1.0,8,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,xgboost,tree,0.25,8,42,55|49|8|48|7|50|51|73|54|16|45|46|76|43|95|10|79|33|120|20|29|74|22|97|32
Communities and Crime,xgboost,tree,0.5,8,42,55|49|8|48|7|50|51|73|54|16|45|46|76|43|95|10|79|33|120|20|29|74|22|97|32|30|83|77|67|81|92|94|40|52|53|91|27|93|15|37|31|39|5|82|60|11|118|71|41|66
Communities and Crime,xgboost,tree,0.75,8,42,55|49|8|48|7|50|51|73|54|16|45|46|76|43|95|10|79|33|120|20|29|74|22|97|32|30|83|77|67|81|92|94|40|52|53|91|27|93|15|37|31|39|5|82|60|11|118|71|41|66|23|59|119|65|100|19|99|57|125|42|64|98|28|58|34|21|56|72|18|80|96|68|44|70|14
Communities and Crime,xgboost,tree,1.0,8,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,xgboost,shap,0.25,8,42,49|8|73|54|7|37|5|36|69|28|55|44|22|13|27|119|30|93|94|17|79|35|6|40|10
Communities and Crime,xgboost,shap,0.5,8,42,49|8|73|54|7|37|5|36|69|28|55|44|22|13|27|119|30|93|94|17|79|35|6|40|10|9|76|53|83|15|51|91|23|78|41|11|20|98|72|43|81|39|12|29|67|118|100|34|92|87
Communities and Crime,xgboost,shap,0.75,8,42,49|8|73|54|7|37|5|36|69|28|55|44|22|13|27|119|30|93|94|17|79|35|6|40|10|9|76|53|83|15|51|91|23|78|41|11|20|98|72|43|81|39|12|29|67|118|100|34|92|87|57|80|120|48|60|97|64|42|38|21|90|16|99|33|19|47|52|77|18|31|24|74|59|14|71
Communities and Crime,xgboost,shap,1.0,8,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,xgboost,mi,0.25,9,42,49|55|48|54|51|50|8|32|20|45|46|33|22|73|43|7|72|82|78|24|37|34|17|74|76
Communities and Crime,xgboost,mi,0.5,9,42,49|55|48|54|51|50|8|32|20|45|46|33|22|73|43|7|72|82|78|24|37|34|17|74|76|35|27|67|10|94|95|25|13|42|65|79|68|5|15|30|41|60|12|91|77|26|66|38|44|56
Communities and Crime,xgboost,mi,0.75,9,42,49|55|48|54|51|50|8|32|20|45|46|33|22|73|43|7|72|82|78|24|37|34|17|74|76|35|27|67|10|94|95|25|13|42|65|79|68|5|15|30|41|60|12|91|77|26|66|38|44|56|59|125|83|98|16|90|36|28|29|70|75|62|89|64|71|88|87|119|31|84|58|18|96|118|61
Communities and Crime,xgboost,mi,1.0,9,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,xgboost,rfe,0.25,9,42,49|45|46|43|7|73|90|87|25|26|15|5|63|62|76|55|78|72|71|69|17|24|18|38|66
Communities and Crime,xgboost,rfe,0.5,9,42,49|45|46|43|7|73|90|87|25|26|15|5|63|62|76|55|78|72|71|69|17|24|18|38|66|96|84|86|16|95|53|20|12|44|93|10|68|21|42|64|70|33|23|59|58|89|77|56|94|11
Communities and Crime,xgboost,rfe,0.75,9,42,49|45|46|43|7|73|90|87|25|26|15|5|63|62|76|55|78|72|71|69|17|24|18|38|66|96|84|86|16|95|53|20|12|44|93|10|68|21|42|64|70|33|23|59|58|89|77|56|94|11|54|34|30|35|14|19|67|52|13|80|79|41|39|120|74|81|91|8|75|31|92|36|125|50|48
Communities and Crime,xgboost,rfe,1.0,9,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,xgboost,tree,0.25,9,42,55|49|8|48|7|50|51|16|73|54|95|45|76|29|46|10|43|33|120|77|20|22|30|79|74
Communities and Crime,xgboost,tree,0.5,9,42,55|49|8|48|7|50|51|16|73|54|95|45|76|29|46|10|43|33|120|77|20|22|30|79|74|32|31|81|83|97|92|67|94|15|53|91|93|27|52|60|19|37|39|40|41|119|125|82|118|57
Communities and Crime,xgboost,tree,0.75,9,42,55|49|8|48|7|50|51|16|73|54|95|45|76|29|46|10|43|33|120|77|20|22|30|79|74|32|31|81|83|97|92|67|94|15|53|91|93|27|52|60|19|37|39|40|41|119|125|82|118|57|21|65|58|23|5|59|66|71|98|96|56|64|28|42|18|80|68|100|34|70|99|38|13|9|14
Communities and Crime,xgboost,tree,1.0,9,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,xgboost,shap,0.25,9,42,49|51|45|8|46|71|10|37|34|22|11|76|43|54|38|74|67|64|68|7|95|27|18|35|5
Communities and Crime,xgboost,shap,0.5,9,42,49|51|45|8|46|71|10|37|34|22|11|76|43|54|38|74|67|64|68|7|95|27|18|35|5|41|97|66|30|52|120|14|56|81|65|70|118|40|20|93|6|23|98|79|12|31|53|17|99|26
Communities and Crime,xgboost,shap,0.75,9,42,49|51|45|8|46|71|10|37|34|22|11|76|43|54|38|74|67|64|68|7|95|27|18|35|5|41|97|66|30|52|120|14|56|81|65|70|118|40|20|93|6|23|98|79|12|31|53|17|99|26|39|36|94|78|44|15|83|92|9|29|50|28|86|48|90|82|19|87|119|72|100|77|80|57|60
